name,cluster_id
Cold: Turkey,4230
Demi tasse,4381
Little Neck Clam Chowder,5875
"Toast, Dry or Buttered",7822
Rum Omelette,39
Galantine of Turkey,5956
Apricot jam,2882
Broiled Ham or Bacon,1184
Applesauce ,7764
Bloaters,3102
nesselrode ice cream,7509
Baked Jacket Potatoes,7292
Pluto,207
New England Boiled Dinner,5448
Cup of coffee with cream,7530
Black & White Scotch,9358
"Lemonade, Plain",7446
2 Scrambled Eggs,9094
Selleriesalat,6816
New Carrots in Cream,1689
Black Coffee,3786
Bananes,6185
Double Tenderloin,3687
Fruits de Saison,901
Macedoine of Fruits,4302
Cherrystones clams,8722
Ochsenschwanzsuppe,1031
"Coffee, demi tasse",2592
Chateau Mouton Rothschild,2610
Camomile,1307
Rindszunge,2509
Asparagus Tips Polonaise,1806
Pancake,7804
English plum pudding,6749
Petits pois nouveaux,6441
Bordeaux,3676
"Fresh asparagus, Hollandaise",3549
Fruits assortis,2960
Creme de Menthe Frappe,4408
Carstairs,3077
Chicken with rice soup,9483
Chocolate or Cocoa,334
Grape Juice Highball,4193
Noodles,1331
Shredded Wheat with Milk,9536
PETITS FOURS,5990
Egg,8345
Pickled Lamb's Tongues,869
Tripe,593
Philadelphia Pepper Pot,7303
Spinach in cream,8927
New dill pickle,8494
Sherbets,8291
BEET SALAD,6095
Spaghetti Caruso,1445
Sundaes,4635
Steak a la Minute,6776
Dandelion,4680
Butter Milk,6849
Lorenzo Dressing,3945
Plymouth,4804
Stewed Tripe,4625
Hock,1794
"Tomatoes, stewed",7656
green beans,6469
Green turtle au Madere,7668
"Onions, fried",5733
"Salad, Endive",7957
"English Breakfast Tea, per pot",8806
Salade Panachee,4171
Mayonnaise of Salmon,1007
Milk (Bottle),7170
Mashed,5667
Cold Roast Chicken,0
Mirabellen,4391
Mandarines,4231
Broiled Spring Chicken on Toast,6913
Coupe Jacques,6340
Pall Mall Cigarettes,2809
Schnecken,3397
June Peas,3961
Peach Preserves,112
Shasta Water,4423
Bearnaise Sauce,987
Fresh Green peas,1244
Tomatoes en surprise,4145
Pork Chops (2),5932
Artichoke Vinaigrette,5895
Scrambled Eggs with mushrooms,8818
Boeuf,848
Compote of Assorted Fruits,7788
Johannisberger,784
CHILLED WATERMELON,2661
Broiled Striped Bass,6847
Vanilla eclair,3220
Prime rib of beef,2986
Tomato Stuffed with Crab Meat,9598
Appollinaris,1416
Corned beef hash with egg,634
Little neck clam stew,3076
Shirred Eggs (2),6311
Tartar Sauce,8285
Cordial Medoc,1236
Omelette au confiture,9392
Nova Scotia Salmon,7960
Horseradish,7220
Kirschen,6368
Hot Coffee,5705
"Hors D'Oeuvres, varies",2513
Mixed Nuts and Raisins,6843
Creme de volaille,4616
Piccalilli,1461
Pot of Coffee with Cream,1697
Champagne Cup,6013
Brandied Peaches,6747
Potage St. Germain,1502
Tomaten salat,6440
Oxtail Soup,9197
Pommes nouvelles,6221
Fresh Lima Beans,1658
Consomme de Volaille,3370
"Chicken okra, Creole",1525
Raspberry Pie,1382
Bisque of Oysters,6520
2 Fried Eggs,9116
Cold Ham with Potato Salad,8453
Ox-tail soup,701
Lady Cake,4755
Salade Chiffonade,9321
"Chocolate Pudding, Whipped Cream",827
Potatoes Fried,7880
Rye Whiskey,1684
Potato Souffle,940
Puree of Peas ,2326
TEA,6435
"Corned beef hash, poached egg",6884
Wurzburger,6918
Chicken liver en brochette,176
Croissants,1064
Apple Jelly,4858
Tortue verte,2365
Compote of Pears,4498
Orange Blossom Honey,3905
Omelet with Bacon,3499
"Filet of Sole, Tartar Sauce",2096
Lamb Cutlets,1635
Pearl Onions,3795
Lyons sausage,8322
Fruit Pie,8307
Golden buck rarebit,4952
Pot of cocoa,3093
Baked Ham Sandwich,7842
Omelette nature,1038
Jelly Cake,6052
"Cold salmon, mayonnaise",6654
CLUSTER RAISINS,1843
Oyster patty,4114
Glaces de Fantaisie,3818
Orange Ice,8989
Chicken okra,77
French Fried potatoes,54
Chicken Broth in cup,8521
Cream of Tomatoes,9405
Rice Custard Pudding,282
Consomme with Noodles,9326
White Horse Scotch,6146
"Veal Cutlet, Breaded",9161
Green River,4298
"Roast Duckling, apple sauce",8347
Shoestring Potatoes,7089
Potage du jour,3369
Fresh Fruit salad,9616
Emmenthal,656
Carrots in Cream,9548
Gouda,5366
Great Western,8851
Rote Beeten,4711
Haig & Haig,1667
Fancy Cake,9139
pressed beef,1807
Cabbage Salad,6212
Consomme with vermicelli,3193
Raisin or Pound Cake,4880
California Asparagus,5828
"Fried scallops, sauce tartare",7538
"Clams, fried",342
"Griddle Cakes, Maple Syrup",612
Sweet Milk,4207
"Grape Fruit, half",8843
Eggs with ham,916
Tongue sausage,4650
Mixed Cold Meat,7021
Fried eggs with bacon,1732
Geraucherter Lachs,4497
Oatmeal with milk,8511
Baked,5970
Smoked Ox Tongue,714
Strained gumbo,2038
Hashed browned,8212
Glace Chocolat,5254
Chilled Grapefruit,5385
Roast Ribs of Prime Beef au jus,442
Sherry Tea,5887
Gelee de Groseilles,1859
Broiled Pork Chops,7120
Maquereau au vin blanc,2204
Cold Pressed Corned Beef,6619
Apricot,8383
Holland,2157
Chicken salad mayonnaise,8364
Home Made Apple Pie,9637
Fillet of Sole,3753
Cafe Glace,4786
Petits pois au beurre,6882
Dauphine Potatoes,1051
Piper Heidsieck Brut,2085
Broiled Finnan Haddie,7868
Oeufs a la Russe,7521
Quince jelly,1458
Consommé,2966
Creme de menthe sherbet,6173
Triple Sec,720
salted peanuts,2120
New England Clam Chowder,6472
Stewed Fresh Fruit,8691
Broiled Sweetbreads,729
Duchesse Potatoes,3976
Iced Celery,6641
Creme de Cassis,4028
Geraucherter Aal,1539
Pommes croquettes,2106
Reis,866
Poland Water (Natural),5707
Fresh Vegetable Dinner,1602
Steak,7950
Creamed Carrots,4774
String Beans Salad,4513
Steaks,7950
Cafe Turque,1279
"Sea bass, Meuniere",6890
Poire,969
Bread,6025
Napoleons,5775
New Beets au beurre,6605
Dewar's White Label Scotch,6888
Virginia Ham Sandwich,4034
Roast Duckling,6660
Pommes Nature,6596
Dinner Rolls,6557
Orange Jelly,4632
Tournedos Rossini,1253
Glaces assorties,3878
Whole broiled lobster,1223
Fresh pumpkin pie,8582
"Lamb kidneys, broiled",2964
Vegetable soup,3706
Fried eggs with ham,7697
Smoked Sardines,6223
Creamed Corn,6390
Steak a la Tartar,7482
Mixed Tea,2655
Macedoine de fruits,666
Beef sandwich,7590
Macaroni and Cheese,766
Long Branch potatoes,50
Crab Ravigotte,8780
CHAMPAGNES,7426
Plain Toast,7545
Tomato Stuffed with Chicken,602
Potatoes chateau,6736
Lorenzo salad,274
Sherry and Egg,3888
Gekochter Schinken,9229
Imported beer,8859
Tutti-Frutti Ice Cream,6999
Au Gratin,447
Feuille Suedoise,2688
FRESH PEAS,5541
Saute potatoes,9386
Schinken,1183
Croute-au-Pot,5635
Omelet with oysters,2997
Kalbsbraten,4824
Wilson Whiskey,3689
Hennessy Brandy,7931
Roast,143
Mineral Waters,328
Macedoine of Vegetables,6765
cucumber salad,169
Salade Russe,8357
Tokay,5059
Rock and Rye,2736
Cantaloup,1950
WHISKY,3188
hominy with milk,3285
Hot Cakes,6279
iced tea or coffee,1954
Macaroon glace,4305
Spinat,4393
Choux-fleurs au gratin,5628
Kompott,4252
Clam Broth per cup,6168
The Salad Bowl,5371
Asparagus Tips Salad,636
Green Gages,1866
Prunelle,9149
Broiled Halibut Steak,2441
2 Poached Eggs on Toast,9201
Lemon Pie,8039
Saucisson d'Arles,581
Cream of Mushroom Soup,2427
Galantine of Veal,5956
Chipped Potatoes,6179
"BREADED VEAL CUTLET, TOMATO SAUCE",5104
Fritters,4242
Salmon mayonnaise,324
Gold Seal Champagne,5852
Fresh crabmeat cocktail,6896
Puree Mongole,8055
Red Raven Water,7269
Roast leg of lamb ,186
Celery Tonic,976
Soft Shell Crabs on Toast,6873
Bartlett pear,605
Indian Tea,174
Parfait au Cafe,3460
Pommes Vapeur,4403
Piper Heidsieck Champagne,3121
Peach Tartlet,1219
"Piper Heidsieck, Brut",6964
Pear Preserves,6187
California Ripe Olives ,1368
LIME SHERBET,2994
Baked macaroni,3814
Liver with Onions,2213
Coffee Eclairs,7977
Poached Eggs,5917
"Bacon, Fried",6489
Fresh figs,2410
Assorted Canapes,5913
Petite Marmite Henri IV,8879
Vichy Water,2541
Duff Gordon Sherry,491
English cake,4884
Three Boiled Eggs,5715
JAMS,1725
"Pies, per cut",128
Raspberries and Cream,8467
Hot Chicken Sandwich,6595
"Egg, extra",4816
Pork Chop (1),3508
New Succotash,7574
Soda Crackers,5849
Post Toasties,1207
Lamb Chops (1),9539
Beefsteak a la tartare,3741
Asperges,5199
Chilled Cantaloupe,6713
"Lettuce and Egg, Mayonnaise",2511
Fruit Lemonade,5791
Hearts of Romaine,1262
"Asparagus, Butter Sauce",8559
Rice Custard,6427
"Soup, Cream of Tomato",7908
American fried potatoes,5392
Marsala,1717
Chicken Salad with Mayonnaise,9231
Assorted Fancy Cake,7639
fruit tart,1880
Aprikosen,5730
Moselblumchen,5616
"Asparagus Tips, Vinaigrette",4693
Spaghetti Napolitaine,2694
Punch a la romaine,3315
Turtle Soup,4554
omelet,6240
Terrine de foie gras,6872
Mokka,2540
Port du Salut Cheese,8850
Kuroki Salad,7653
Sparkling,7848
Anisette cordial,2739
Tomate,8463
Parisienne,5143
"Potatoes, O'Brien",511
Omelette aux champignons,1632
Honey Dew,4756
Tomatoes salad,688
Lobster a l'Americaine,3600
C. & C. Ginger Ale,9610
Blackberry jam,4571
Romain Salad,1740
Cocoanut Cream Pie,7009
Fried Liver,3859
Canned apricots,6864
Kartoffeln,150
Three Feathers,4733
Fried Chicken,4934
cafe filtre,406
Perfect cocktail,3664
Fricandeau of Veal,1513
crystallized ginger,1157
Apple Butter,5427
Cream Crackers,6813
Cottage Pudding,5470
St. Germain,5530
Potatoes Souffle,9377
Rhenser,1343
"Buttermilk, glass",9322
Soupe a l'Oignon,6258
Hot Tea Biscuits,1378
Saute,1805
Cherrystone Cocktail,8227
Pommes Julienne,5772
Bordelaise Sauce,1391
Hearts of Lettuce salad,2236
ASSORTED SALTED NUTS,5613
Broiled half chicken,8875
Omelette Souffle,1677
Cold Roast Pork,5716
Cigares,262
Assorted meats,6677
Cream of Tomato Soup,5554
Onion au gratin soup,353
French lamb chops,4496
Grape-Nuts,8633
Artichauts,1557
Pecan pie,5340
Preserved Figs with Cream,4815
Berncasteler Doctor,1600
Broiled Oysters on Toast,1011
"Chartreuse, Green or Yellow",2155
String Bean Salad,2667
Strawberry Sherbet,3230
Canned Fruits,1876
Gordon's Dry Gin,8571
Martell's,4745
Steinhager,3667
Cream Cheese Sandwich,4110
"Omelette, cheese",2081
Beetroots,2711
Mixed salad,438
Gluhwein,3775
Horse Radish,9390
Broiled Half Spring Chicken,216
French Dressing,7849
Grapefruit Cocktail,3876
Roast spring lamb,7805
Hollandaise sauce,6914
Broiled chicken lobster,7311
Oysters: Bluepoints,5824
Grapefruit Maraschino,4770
"Assorted Cold Cuts, Potato Salad",8028
with bacon,6663
Clear turtle soup,7459
Lemon juice,6560
Lobster Salad Sandwich,7900
Broiled or Fried Ham,5344
Rice soup,5147
Cornflakes,415
CLAM BOUILLON,1957
Smoked trout,5721
Gemischtes Eis,5661
Cold Chicken Consomme,577
Chicken en casserole,650
Cocktail de homard,4574
Peanut Butter,2449
peach,7655
New String Beans au Beurre,1234
Welsh rarebits,8252
Bouchees a la Reine,882
Burnt Almond Ice Cream,2600
Cucumbers salad,4605
Schildkrotensuppe,1039
Patisserie Francaise,8300
Tea or Coffee,3223
Washington Pie,3468
Tomates sautees,5492
Edamer,4624
Sweet mixed pickles,8591
Omelette Plain,9304
Cream Potatoes,8751
Russian,5724
Escalloped Oysters,3040
Stewed Fresh Pears,867
Hennessey,2894
Bean Salad,6892
Custard pudding,6133
Absinthe Frappe,84
Normandin,1780
Assorted Salads,6860
Shredded Whole Wheat Biscuit,2861
White Horse Cellar,3033
Cream Roll,6516
Roast Philadelphia Capon,1120
Stewed Potatoes in Cream,7659
Toasted English Muffin,9036
Steamed,423
Potatoes Dauphine,9108
Sole Meuniere,5711
Homemade Apple Cake,7038
Baked Ham,7273
Strawberry Preserves ,2232
Gurken-Salat,5896
Steamed Soft Clams,7975
HAWAIIAN PINEAPPLE,179
Crab Flakes Salad,752
Ballantine,7360
Cold Roast Pork and Potato Salad,9195
French Coffee Ice Cream,266
Pot de Creme,7627
Creamed Onions,16
Welch Rarebit,2034
Leiden Cheese,5588
Cream Caramel,8171
Brazil Nuts,5274
Puree of Peas Soup,7752
Tomaten,7865
Guinness's Extra Stout,5249
Stewed carrots,5467
Erbsen,5035
Plain Boiled Rice,7654
Omelette a l'espagnole,6295
Vanilla Ice,8024
Omelettes,7661
"Sweet Potatoes, Candied",8627
Pimento Cheese,2480
Mixed Sweet Pickles,8591
Waffles with honey,5666
Cold Roast Beef with Potato Salad,4170
Crab Flake Salad,752
Pomme,3182
Strawberry mousse,5676
Sliced Banana with Cream,9400
Mountain Valley,8977
Consomme Rachel,3461
Cream Cheese with Guava Jelly,4247
Waffle,5666
Cranberries,2965
Lettuce and Tomatoes Salad,9642
Assorted Pastries,7935
Great Western Champagne,2529
Terrine of Duckling,3864
Creamed Mushrooms,417
Epinards a la creme,3023
Rye,4954
Oysters en brochette,835
Poached eggs on toast (2),9599
American cheese sandwich,5759
Coffee ,958
Fried Chicken a la Maryland,8903
"Chicken Broth, Rice",7264
half grape fruit,8123
Wilson Rye Whiskey,7206
Brot,3822
Marinierte Herring,782
Macaroni Napolitaine,4831
"Louis Roederer, Carte Blanche",3155
"Half Lobster, Mayonnaise",9113
"Roast leg of lamb, mint sauce",6416
Petit pois,973
American Sauterne,2325
Pabst,6153
Haute Sauterne,408
Veal Steak,4263
Cherry Cordial,3907
"Whiskey, Canadian Club",7683
Camembert Käse,9510
London Dock,2356
Apple Pies,6797
Haig & Haig Pinch,8478
Kronsbeeren,2186
Salt Codfish in cream,1875
American Cheese and Crackers,3221
Stewed Prunes with Cream,1822
Abricots,8888
Compote of Peaches,8368
Glass milk,8409
Straw potatoes,4178
Apple Pie with Cheese,4981
Gooseberry Pie,1251
Scrambled eggs (2),633
"Fruit Jello, Whipped Cream",1340
Fried egg,9121
Aprikosen-Kompott,155
"Cauliflower, au gratin",5703
Deutscher Pfannkuchen,676
Breakfast,5125
Eggs with bacon,1892
Grapefruit Salad,6501
Hot Mince Pie,4372
Steak a la tartare,8350
Boston Lettuce,168
"Consommé, cup",7012
Coffee Glace,4786
"Clam Broth, Cup",3401
Wheat Muffins,5072
Maraschino liqueur,3851
Oyster Pattie,4114
Club House sandwich,8067
Tea (Hot or Iced),8461
"Two Eggs, Fried",8858
Peach tart,5483
sweet cider,5983
Special Diet Dressing,1935
Fried calf's liver and bacon,354
Canapes,4719
Anheuser-Busch Budweiser,223
Chicory and Beets Salad,741
Gebäck,2531
Lobster Stew,6293
French,6181
Creme d'asperges,2820
French potatoes,7030
Mirabelles,2880
Milch,5145
Sorbets,3302
Russische Eier,3312
Chicken Broth with Rice,2430
Omelette with Tomatoes,6226
Betteraves,1705
Stinger Cocktail,4581
Boiled New England Dinner,9487
Brandy Smash,2804
Stewed French prunes,6775
Puffed Rice with Cream,6514
Whipped Cream,4183
Peaches in Syrup,2575
Cream of Celery Soup,8895
Chartreuse Yellow,8779
Broiled Wiltshire Bacon,4111
Creamed Eggs on Toast,6474
Krug Private Cuvee,718
Bouillabaisse,19
"Curacao, Orange",1345
Pork Sausage,8900
"Clicquot, Yellow Label champagne",7510
Hunter Whiskey,7135
Stewed Fresh Pear,867
Toasted Cheese Sandwich,7102
Breaded Veal Cutlet,9062
Shasta Lemonade,1970
Spring salad,5761
Little Neck Clams on Half Shell,7128
Scrod,844
Pear Helene,3264
Roast Mallard Duck,6628
Stewed in Cream,4932
Cape Cod Oyster Cocktail,6685
Potatoes Delmonico,1428
Giblet Soup,1346
POTATO CROQUETTE,4041
Chicken Patty,5176
Schaefer,1404
Pineapple Compote,8798
Omelette Fines Herbes,5999
Sliced Beans,6923
"Cold Asparagus, Vinaigrette",5223
Filbert Ice Cream,3757
"Filet of Sole, Marguery",7933
Frankfurters and sauerkraut,2496
Apollinaris Mineral Water,7963
Filet mignon with mushrooms,4619
Ham with potato salad,1985
Biscuit,8675
Old Crow Rye,2501
Celery en Branche,1497
"Ice Cream, Pistachio",8079
Domestic Cream Cheese,5868
Potatoes hashed browned,3160
NEW SPINACH,6211
Lobster à la Newburgh,3796
Boston Baked Beans,1239
Ceylon tea,9085
Broiled Kennebec Salmon,7658
Hors D'oeuvre,2039
Cold Rolled Ox Tongue,8158
Poached on toast,6871
iced tea,8047
Mayonnaise de volaille,2878
"Boiled Salmon, Hollandaise Sauce",6155
English Breakfast tea,1269
French Fried Potato,148
Mumm's Cordon Rouge,8672
Sirloin Steak Bordelaise,4675
SWEETBREADS,4430
Calso Water,2611
Chutney Sauce,5944
Swiss Cheese with Toasted Crackers,6217
Potatoes Croquettes,8950
Cream Pie,8499
Wheat Griddle Cakes with Syrup,5058
Cigars and Cigarettes,6683
Dewars White Label,531
LIQUEURS,3951
Fried oysters with bacon,3503
Minestrone Milanaise,927
Tasse Kaffee,830
Benedictine cordial,3156
Salads,8119
Napolitaine Ice Cream,3701
Omelette mit Schinken,6471
Cook's Imperial Champagne,4838
Brandy Milk Punch,253
My Fancy Salad,2591
Bacon & Eggs,9081
Pears in Syrup,2394
Prairie Chicken,3443
Omelette Espagnole,9699
SALADE DE HOMARD,3169
MOSELLE,1209
Cherry Tartlet,4442
Beurre,1457
Nova Scotia smoked salmon,7463
Hashed Brown,9007
Oyster Pie,3350
G.H. Mumm & Co. Extra Dry,8129
Banane,8978
Ruppert's Knickerbocker beer,590
Cream of wheat with cream,8275
Hominy Fritters,4437
Pabst Blue Ribbon Beer,5860
Coffee eclair,2744
"CHICKEN SALAD, MAYONNAISE",2492
"Potatoes, Baked Idaho",8172
"Spaghetti, milanaise",8405
Raspberry Jelly,6066
Hot or cold mince pie,7124
Assorted Ice Creams,9620
French Toast with Jelly,5473
Ham and Egg,1759
Lyoner Kartoffeln,4008
Fresh Vegetables,8894
Beer on Draught,7173
Broiled Egg Plant,6853
"Small Steak, French Fried Potatoes",4422
Jamaica ,3583
"Creme de Menthe, Green or White",3626
Duff Gordon,5319
Consomme Double,7193
Baked Idaho,4055
Corn Flakes with Cream,6861
Orange (1),1719
Onion soup au gratin,6828
Giblet Gravy,2190
California Sauterne,4747
Scrambled eggs with chicken livers,2285
Brandy Egg Nog,2130
O'Brien,3113
Mince Pies,35
Cocoa or Chocolate,2345
Garden Spinach,4686
Canadian Club Whisky,8727
Tuna Salad,1884
Porto,2675
Potage Parmentier,5637
Toasted Corn Flakes,8678
English Lamb Chop,7610
Herrings,1403
Domestic Cottage Cheese,7670
Rumpsteak,6451
"Two Eggs, Boiled",592
Fonds d'artichauts,8286
Crab,6140
Assorted Eclairs,2307
Petit Gruyere,6606
Cold Corned Beef with Potato Salad,7401
Soupe a l'oignon gratinee,2082
SALAD IN SEASON,5447
Sturgeon,1024
Mocha Layer Cake,9074
Neopolitan ice cream,639
French Salad,8053
Cold Asparagus,86
Liquers,8085
Artichaut,7415
Marble Cake,7146
Otard Brandy,259
"Coffee, Tea or Milk",4704
Zuckermelone,5504
Kummel cordial,5787
Stewed Pineapple,5713
Neuchatel,7768
Risotto,4353
Napoleon Cake,3558
Schinkenwurst,5650
Omelette with fresh mushrooms,8477
Hawaiian Pineapple Juice,6748
Delmonico,5794
Fresh Shrimp,135
Roast poularde,4366
Cold Bologna sausage,5525
Curry Rice,4674
Port-Salut,8219
Glass of Milk,6314
Lettuce & Tomato Salad,9402
Whisky sour,2065
California Peaches ,5873
CEREAL WITH CREAM,5244
Imported Gruyere Cheese,8548
SLICED PEACHES WITH CREAM,2147
Broiled Tenderloin Steak,7126
Consomme with Rice,9334
HOT CORN BREAD,4845
Bourbon Whiskey,3359
Supreme of Grapefruit,7728
Potatoes: Baked,3293
Mocha Ice Cream,7219
Home-made Vegetable Soup,3706
"Plum Pudding, Hard Sauce",679
Fresh Buttermilk,6899
Fried Spring Chicken,6962
Broiled Sugar Cured Ham,7596
Eggs Shirred,9240
Eggs Fried,7955
Potato pancakes,5512
Perfect,4511
Candied Sweet Potato,9450
Pabst Beer,7455
Cream of Corn Soup,7335
Red cabbage,949
roquefort cheese sandwich,4802
cauliflowers,4830
Caviar frais,1463
Consomme en gelee,2337
Martell Brandy,8012
Wines,7912
Pflaumen Kompott,18
Cole Slaw,4725
Puffed Rice,9002
Cold,3045
Pommard Burgundy,4369
Dindonneau Cranberry Sauce,5827
Roast Prime Rib of Beef,9479
Italienne,6306
Fresh Strawberry Pie,1426
Breakfast Steak,7391
French Fried Sweet Potatoes,9089
Dewar's Scotch,1594
Irish,3618
Devilled Whitebait,3206
Ham with Eggs,8497
Sautees Potatoes,6582
Vin blanc,7946
Meringue glacée,7204
Frisches Obst,3470
Glace Napolitaine,4083
"Green Tea, pot",6978
"Spinach, plain",7326
Griddle Cakes with Syrup,7835
Norwegian Anchovies,103
Cream (glass),7148
"Lobster Salad, Mayonnaise",8204
Potatoes hashed brown,9168
Scotch Mutton Broth,2945
Marrons Glaces,5801
Apricots in Syrup,3646
Braised Sweet Potatoes,7368
Demitasse,99
Saucisson,5452
"Sauterne, Barton & Guestier",1674
Potato Chips,3987
MULLIGATAWNEY SOUP,991
Fresh Spinach in Cream,8554
French endive salad,6500
Hot Slaw,647
Chartreuse Green,1826
Baked Macaroni and Cheese,5333
Broiled salmon steak,1263
Crab ravigote,8780
Ham & Eggs,9153
Pot of Coffee,993
"Irish Stew, Dublin Style",5755
Fresh Apple Sauce,7106
Smoked ox-tongue,2808
Consommé jardiniere,6315
Creamed Chipped Beef on Toast,886
Omelette with chicken liver,7252
Sweets,5359
Shrimp Salad Sandwich,7026
Meringues,8923
Peach Cake,6784
Potatoes: Mashed,7216
Tomato Bouillon,6629
Anchois,2547
"MILK, BOTTLE",4766
Bisque of Shrimp,9481
Hot Muffins,6609
Mixed Vegetables,6691
Smoked Haddock,3639
Eierkuchen,3856
Potatoes Macaire,9158
Salad Italienne,8378
Escargots,2933
Grapenuts,5795
Compote of Prunes,1342
Baked Chicken Pie,6637
Home Made Pies,1518
"Chicken Salad, Mayonnaise",968
Fresh Strawberry Shortcake,6721
Consomme Imperial,2051
Deerfoot sausage,1464
Rheingold,1017
Turned Eggs,4814
Louis Roederer,5386
Shrimps,1312
Saltine Crackers,5849
Virginia Ham sandwich,8109
Bahar- Milliktani (Curry and Rice),2053
Hunter Rye,5445
Roast Beef au Jus,5180
Fine Champagne,7693
Bushmill's,158
"Lobster, Thermidor",9711
Roast Long Island Duckling,1146
pigeon,2689
"Cabinet pudding, fruit sauce",3802
Maple Ice Cream,7221
"Boiled halibut, egg sauce",2868
Pommes de Terre,7707
Broiled Spring Chicken (half),9659
Smothered Onions,6245
Apple pancake,957
Sliced Bananas in Cream,59
Baked Sweet Potatoes,2649
Cerises,950
Italian Salami,4016
Gordon Dry Gin,9617
Sauce Hollandaise,798
Bread and Butter Per Person,8215
Homard Thermidor,3720
DEMI TASSE,5338
"Two Eggs, Scrambled",5692
"Omelet, ham",9648
Pflaumen,2681
Extra Sirloin Steak,1473
Stuffed deviled crab,2105
Roast Vermont Turkey,7344
"Consomme, Royal",8102
Cream of fresh mushrooms,2293
Squab en casserole,1742
Ravioli,5292
Potatoes: French fried,7982
Potage Sante,5156
Grilled Mushrooms,3107
Golden Wedding,4343
Aquavit,1329
Cognac Brandy,814
Budweiser beer,8773
Mamie Taylor,1922
Potatoes a l'Anglaise,1839
Creamed Chipped Beef,8284
Saratoga Geyser,988
Frutta,3844
Chocolate Sauce,4604
Finnan Haddie in Cream,6712
Bean soup,703
Mixed Drinks,6724
Blumenkohl,4449
Gurken Salat,5896
"Prime Ribs of Beef, au jus",8926
Rotkohl,247
"Cold ham, potato salad",9098
Nouilles,5960
Haricots verts sautes,6521
Old fashioned rice pudding,1857
Cream of Green Peas,8177
Tapioca Custard,5282
Ketchup,2290
Roquefort Cheese with Crackers,1097
Sweet Apple Cider,2379
Banana Shortcake,7511
Havana Cigars,3834
Milk (Individual Bottle),7170
Munster,1179
Angostura,1694
"Honey, strained",5845
Eiskaffee,3116
Clams on Half Shell,7959
"Filet of sole, fried",4155
Domestic Liederkranz Cheese,8136
"Cold Beef Tongue, Potato Salad",6492
Potage Germiny,4910
Rhine,455
White Horse Scotch Whiskey,9478
Orange Juice (Glass),1999
Minced Ham with Scrambled Eggs,1222
Sautees,7069
Tea ,7046
Potage,9067
Raspberry,3435
Potatoes - Boiled,6370
Beans,2524
Compote of Apricots,7537
Mixed grill,643
Cherry jam,5652
Fresh artichoke,4644
Home Made Bread,2229
Stuffed Dates,3195
Ginger Beer,6109
Mumm's Extra Dry Champagne,8353
Karotten,4937
Apricot brandy,683
Spaghetti milanaise,7072
Rice with Curry,6584
California Olives,6789
Apple Pancakes,7114
Boiled Cabbage,5257
Steamed Clams,1141
"Boiled eggs, three",7287
Iced Coffee or Tea,7948
Fresh brawn,3405
Escalope of Veal Viennoise,1018
Assorted Cold Meat,1085
Usher's Scotch,3064
Beefsteak Tartare,7875
Cucumber and Tomato Salad,9017
"Hamburger steak, plain",4398
Lait,2497
Compote assortie,5098
Raspberry Sherbet,712
Italian Cream,5417
Cherry Sundae,4917
Egg a la Russe,403
Omelette au fromage,4368
Fresh Cherries,6438
Puddings,8328
New Peas Au Beurre,5748
"Olives, Ripe",4866
Berries,6162
Remsen Cooler,1947
Entrecote,3306
"Consomme, Printaniere",1718
CERVELAT SAUSAGE,3368
Decaffeinated Coffee (Pot),1666
Creme de Menthe Cordial,7234
Fried Apples,6017
Pate de fois gras,6341
Creamed Cauliflower,156
Glass cream,2371
Tomato stuffed with Chicken Salad,3675
Onion Soup au Gratin,7662
"Boiled Ham, Potato Salad",7592
Broiled smelts,2969
Quince Jam,1458
Fruchte der Jahreszeit,7020
Tenderloin of Beef,5907
Cod fish cakes,7332
Potage a la reine,2117
"Omelet, parsley",6519
Cold Roast beef,5716
Leg of Lamb,3989
"Suckling pig, apple sauce",4912
Blue point oysters on half shell,8296
Gombo Creole,1508
Deep Dish Apple Pie,1048
Potatoes: boiled,8092
Oyster Stew in Cream,1019
Gateau Moka,2911
Small Cakes,4
Coffee per pot,9470
Roquefort Käse,6174
Lychees,9011
Corn Cakes with Maple Syrup,7818
"Iced Tea, per Glass",7947
Gaufrettes,1937
Cold Ham sandwich,8361
Peach Shortcake,5640
"Boiled salmon, hollandaise",8885
Chocolate with cream,4730
Pie with Cheese,1311
Thon a l'huile,3840
Broiled brook trout,6592
Potage Ambassador,1503
Lemon Custard Pie ,6602
Prinzessbohnen,8599
Split pea,140
Roquefort Cheese and Crackers,1097
MILK,5377
Macaroni italienne,6901
Jamaica sherbet,4821
MULLIGATAWNY SOUP,9060
Puree of Tomato Soup,2938
Cafe au Lait,3969
Noodle Soup,93
FRESH PEACH PIE,831
Fresh Oysters,6705
Baked Alaska (for two),3134
Broiled calf's liver and bacon,6814
Mashed Squash,1579
Croquette Potatoes,9126
Manhattan Cocktails,838
Cream of Asparagus,9174
Toast Melba,1351
Sherbert,6040
Foie Gras de Strasbourg,2785
Creamed Oysters on Toast,7057
Fried Eggs with Ham,9352
Liver,4705
"Chicken Gumbo, Creole",5190
"Eggs, fried (2)",8183
Guiness' Stout,8718
Broiled Red Snapper,2257
RASPBERRY PRESERVES,2168
Mashed Potato,9625
Imported Swiss Cheese,852
Emmenthaler,6028
Persian Melon,5744
French Vanilla,17
Salade laitue,594
Relishes,3476
Beef tongue sandwich ,1059
