name,cluster_id
Rice Cakes with Maple Syrup,6921
Cold beef a la mode,5002
Goulash,6502
Sorbet Romaine,1862
Consomme Andalouse,1360
Choice of Two,769
Red Beets,1536
Double Filet,2194
"Poached Eggs, Benedict",3869
Apple Charlotte with whipped cream,5617
High Ball,8334
Glazed Sweet Potatoes,6374
Caviar sur canape,2807
Potatoes Rissolee,6893
Cream of Rice,6105
Chilled Celery Hearts,6627
Live Broiled Lobster,7517
Consomme Portugaise,3773
Omelette natur,8174
Hot corn muffins,6261
Heart of Palm,8991
Scrambled eggs with parsley,3943
Coupe Alexandra,534
Snow Potatoes,26
Gin Punch,4168
Western Omelet,3744
Booth's Old Tom Gin,6464
Krug,2215
Plain scrambled eggs,1678
Lobster Thermidore,6100
Corned Beef sandwich,6135
Cheese and Toasted Crackers,9465
"Chicken saute, Chasseur",5522
"Carrots, Vichy",8051
Mushroom Chop Suey,154
Corn Muffins (2),5660
Gnocchi Romaine,3623
Bismarckhering,3592
Potatoes: au gratin,3641
lemon sorbet,690
Jambon Froid,2967
Roast Beef (cold),7050
Calf's Liver with Bacon,8953
Champagne sherbet,5493
Potato Cake,3410
Chicken livers saute,5927
Green Peas a l'Etuvee,5603
Irish stew with vegetables,7164
OYSTERS AND CLAMS,4026
Calf Liver and Bacon,2742
Broiled Sausages,2831
Clear consomme,1509
Rhum,3261
Consomme a la moelle,1271
Assorted Ices,8034
Spiced Peaches,5540
Crab Flakes,6889
"Chicken Hash, poached egg",6614
Petits four,8653
Chowder,6832
Sirloin Steak (for 1),9271
Stewed White Turnips,9520
Hearts of Palm Tree,8029
"Great Western, Extra Dry",4320
Gem. Kompott,1393
chocolate drink,5573
SAGE DRESSING,3525
Mint Julip,7369
Baked Macaroni au Gratin,8389
cherry sherbet,1294
Cold: Roast chicken,4658
Strawberry tarts,5737
Fresh sausage,6262
Frische Wurst,1139
Coffee Cup Custard,8262
Cream of Lettuce,2924
Kaffe Hag,3944
Glace Citron,5046
India Tea,2387
Potato Pancake,1335
Brownies,2978
Paprika Dressing,6209
Spargel Salat,7874
Martel,1032
Consomme clear,8032
Lamb steak,5738
Curried Chicken,6647
Carottes,3620
Erdbeer Rahmeis,7976
Louis Roederer Brut,6869
Glenlivet,1113
"Iced Coffee, glass",8398
Macaroni Cheese,7496
Tongue and Eggs,1759
Ripe California Olives,1368
Oeufs Portugaise,5057
Bisquit,5204
Fried Eastern oysters,8318
Young Carrots,5771
Salade Rachel,9109
Lamb kidneys with bacon,5714
ROAST SPRING LAMB mint sauce,4670
G. H. Mumm's Extra Dry Champagne,8353
Eastern Oyster Stew,8369
Spaghetti a la Napolitaine,8346
Tripe lyonnaise,3607
"Schnitzel, Holstein",7789
Domestic Cigars,7418
Figs in Syrup,9022
Pommes de Terre Duchesse,4037
Bacon and Fried Eggs,8193
Shrimps salad,1910
Potages,9067
Gateau St. Honore,4887
Grune Zwiebeln,2248
Green Sea Turtle Soup,195
Liqueures,8085
Spanish Salad,722
Ruhreier mit Schinken,3002
Cold Duck,2429
Fried Oysters in Butter,7815
Russian Kummel,4283
Mumms Extra Dry,9296
Deviled Lobster,834
German Chocolate Cake,5416
Almond Custard Pie,880
Moet & Chandon Brut,7643
Pate de foie gras a la gelee,6341
"Creme de Menthe, white or green",9410
Boiled Egg Sandwich,6608
Apfel-Pfannkuchen,220
Melted butter,3589
Glace de Vanille,7779
potatoes au gratin,9656
Tosca Salad,4285
De Brie cheese,7641
"Crab Flakes, Dewey",7195
Ice Cream: Vanilla,6759
Cream of Corn,1238
Cafe Moka,4482
Baked Custard Pudding,631
FRENCH TOAST WITH HONEY,4014
Schinken gekocht,4310
Fruit tarts,8449
Raisin Pound Cake,563
"Cauliflower, Butter Sauce",5337
Veal steak a la Holstein,305
grune bohnen,2478
Zaza Cocktail,2140
Shrimp Newburg,295
Creamed turnips,3079
Cold Westphalian ham,9515
New York,41
Cheshire,6533
Fresh Gulf Shrimp Cocktail,3342
Roll ,7137
Parmentier,4122
Season Salad,9196
Cranberry,7355
Mocca,5889
"Broiled mackerel, maitre d'hotel",349
Milk and cream,5423
"Lemon Pudding, Fruit sauce",5763
Home-Made Pie,9184
Omelette mit Geflugelleber,81
Wine Jelly with Whipped Cream,5865
Banana Salad,4925
Imperial Rye,3807
"Boiled Haddock, Egg Sauce",40
Dattes,2083
Chartreuse liqueur,4276
chateau haut brion,794
Consomme Hot,8249
Broiled Sausage ,2831
Julien Potatoes,7860
Baked Oysters,4793
canape moscovite,1825
Risotto alla Milanese,9485
Bisque of Tomatoes,1322
Cocoanut Pudding,5792
"CONSOMME, HOT OR COLD",1105
Scallops en brochette,3438
Lobster Omelette,3484
Gordon Dry,270
"Pie, per cut",1419
Mountain Valley Water,5432
Chocolate Eclaire,119
Pommes au Beurre,4763
Spargel,2442
Green Apple Sauce,1354
Fig Jam,3679
Consomme Renaissance,9130
"Salmon, broiled",2460
Fraises Melba,1581
Bollinger Brut,4444
Oxtongue,5646
Hors-d'oeuvre varies,9112
Pies of All Kinds,6698
Escaloped Oysters,3040
White Wine,1646
Three Feathers Whisky,740
Graves White Bordeaux,2538
Baked Rice Pudding,7077
Heart of Romaine Salad,4313
"Ginger Ale, glass",4002
Sauted Potatoes,9472
Assorted Petits Fours,8058
Fried Filet of Flounder,8030
Clicquot Yellow Label,8566
Radish Roses,1308
Cottage Cheese with Chives,5172
Shrimp Omelette,8905
Flan,1996
Mazagran,1418
Fruit Ices,5456
Sardines on Lettuce,5054
Grilled Pork Chops,6894
Omelette with Parmesan Cheese,8892
Bouillabaise Marseillaise,9215
Iced tea or iced coffee,9563
Tomaten-Suppe mit Reis,8762
Green Turtle Amontillado,6863
Boston lettuce salad,1737
ICED TEA,3409
Java Tea,6009
Tortue Clair,503
Cottage Bread,5088
Macaroni a la Creme,5825
Scotch Barley Broth,1275
Spargelsuppe,5429
Petersilienkartoffeln,2381
Cervelatwurst,4104
Rum,5379
Compote de Cerises,8414
Egg Salad with Mayonnaise,2222
"Lobster Cutlets, Victoria",1816
Orangen,4290
"Bread and Butter, extra",5297
Annisette,8210
Ochsenschwanz Suppe,8473
"Egg Salad, Mayonnaise",9361
Baked cup custard,1855
Cucumbers and Tomatoes,6689
LOBSTER SALAD,8162
Rib of Beef with Pickles,5226
CEREALS,1246
Liver Pate,2507
"Onion Soup, Gratinee",6801
Cream St. Germain,8276
Virginia Ham Steak,7320
Filet Mignon with Mushrooms,899
"Cold boiled ham, potato salad",3798
French Salad Dressing,3554
"Tea, hot ",4637
Sazarac Cocktail,6922
Sliced Fresh Peaches,9034
Schwedische Gabelbissen,2144
Potage Solferino,3227
Salade Macedoine,4358
Pommes à l'anglaise,1840
Fried Bermuda Onions,5283
Cold Meat,7098
Belgian Endive,8695
Mousseline potatoes,2409
ARLES SAUSAGE,1592
Leverpostej,1919
Lemon Sherbert,7246
Junge Karotten,5967
Miller's High Life Beer,1056
Roast beef hash with poached egg,6927
Sorbet Mandarine,1465
Fried Bacon and Egg Sandwich,101
Whiskey Toddy,4714
Lima Beans Au Beurre,6617
Pommes de terre rissolees,6646
Shirred Eggs Meyerbeer,7956
Mousse glacee au chocolat,6916
Galantine ,7360
Homemade Mince Pie,7107
Bisque of Shrimps,9481
Clam Omelette,5490
Bacon or Ham and Eggs,1615
St. Julian,3755
Broiled scallops,6362
Major Grey's Chutney,217
"Consomme, in Cup",3927
hard sauce,6914
Cold Half Lobster,9165
COCKTAILS,2100
IMPORTED WINES,475
Pettijohns,9181
"Little Neck Clams, half dozen",4809
Homard au gratin,4293
Beef bouillon,5412
Fresh Blueberries,7951
All Pies,6698
Gateau Noisette,4319
Creme de Cocoa Cordial,5746
Canadian Club Rye Whiskey,7648
London Dry Gin,5233
Savarin aux fruits,4454
Herring in white wine,7118
Limburger cheese,9254
Coeur de laitue,1941
American Salad,7197
Cole Slaw Salad,7315
Haddock,6218
Cold Tongue with Potato Salad,1087
Fruit Tarts,5802
Poultry,3082
Home Fried,4288
Cumberland Sauce,269
Tomatoes and Lettuce,7295
Broiled Steak,7787
"Petite Marmite, Bourgeoise",8465
Mince Meat Pie,8557
Individual Strained Honey,6415
Pollo,1531
Boiled Eggs (two),65
Curacao sherbet,2183
Bayrisch Kraut,1962
Creme,7627
Deviled crab (1),1482
AUBERGINES FRITES,3104
Omelets: Plain,7423
Waldorf Parfait,758
Queso,7090
Filetsteak,5919
Smoked Eels,392
Fruits rafraichis,9638
Parfait Napolitaine,2306
Broiled Porterhouse Steak,7374
Tomatensuppe,2399
Chateau Margeaux,984
Sugar,2392
Eggs Mornay,4993
Snapper Soup,3704
Yankee Pot Roast,7155
"Ham and Eggs, Country Style",1080
Burgundy Wine,8957
Clam pan roast,5578
Boston Baked Beans (Hot or Cold),1052
Oeufs en cocotte au jus,3596
White Bread and Butter,7068
Parfait au chocolat,5258
Omelet with Tomato,8462
"Potatoes, Rissolees",5159
Rostkartoffeln,5186
Coffee (demi-tasse),5926
Ruppert's ,2890
Chocolate ,3955
Nabisco Wafers,3073
Omelette mit Parmesan,1455
Rye Bread and Butter,6779
Frites,1549
Domestic Camembert Cheese,7266
"Fried Smelts, Tartare Sauce",5862
Raw Beef Sandwich,4070
demi,2755
Griddle Cakes,8603
Omelette Mexicaine ,6630
bacon and tomato,4682
ice cream,828
Coupe St. Jacque,7022
Pate de Foie,6600
Delices des Dames,3207
"Shirred Eggs, Bercy",5062
Iced Coffee ,7561
Kummel Gilka,8946
Patate,3662
Orange Juice (2),5743
John Jameson & Son,5545
Sliced Tomatoes and Lettuce,4201
Filet,2194
Broiled Irish Bacon,8553
Half Cantaloupe a la Mode,3450
Fruit Sundae,5149
Imported Chianti,5144
Filet of Sole Normande,5803
Coffee with Cream (Pot),9260
Kummel (Gilka),6555
bacon omelet,7585
Coney Island Clam Chowder,5872
Toasted Cheese,3895
Raspberry Sorbet,6338
Two lamb chops,3282
Cold: Smoked Ox Tongue,5373
Clover Leaf Cocktail,3865
"Vanilla Ice Cream, Chocolate Sauce",4911
Virginia Dare,7647
Chocolate Boston Cream Pie,947
Cherry compote,4642
Les Petits Fours,7954
Petit Pois,4172
1 Tasse Kaffee,8082
Candied Sweets,9093
"Pommery & Greno, Sec.",7997
"Black tea, pot",6523
Broiled Salmon Trout,7636
Fried Fillet of Sole,7993
Consomme aux perles du Japon,3424
Formosa Tea,433
Fraise Glace,7410
Asparagus Tips Vinaigrette,8427
Vanilla pudding,4787
Esparragos,2564
Schwedenplatte,1967
Garden Vegetable,535
Assorted Macaroons,6581
"Oyster Bay Asparagus, Hollandaise",2872
Dressed Crab,3870
Kuroki,1324
Assorted Breads,9506
"Roast Leg of Pork, Apple Sauce",9446
"Ginger Ale, per bottle",365
Cold Ham and Potato Salad,778
Kraftbruhe mit Fadennudeln,7333
Custard Caramel,2049
Tokay or Malaga Grapes,544
Bohnen,548
Leacock Madeira,896
Canned Fruit,9412
Irish Lamb Stew,786
Baked Squash,5526
Wilson's Whiskey,8466
Sole,3125
Cream of Pumpkin Soup,7862
Cream Pies,8499
Half Cold Boiled Lobster,7905
"Finnan Haddie, Delmonico",3810
"Fresh Asparagus, Butter Sauce",8559
Apfelkuchen mit Schlagsahne,2131
Beer,7816
Mixed ice-cream,9504
Pigeon aux petits pois,4664
Consomme au tapioca,3313
Romaine (salad),8982
Hollander,3222
CEREAL COFFEE,3621
Consomme Vermicelle,6970
Eastern Oysters on the half shell,8598
Thon,879
Filet of Sole Marguery,1959
Vanilla parfait,4447
Champignons frais sous cloche,4287
Coupe Montreuil,3020
Chocolate Cake,2486
"Consomme, Hot or Jellied",3387
Wiener Schnitzel a la Holstein,920
Chocolate Roll,8310
Grape Sherbet,6669
Parfait Moka,5118
"Roast Turkey, Cranberry Jelly ",7359
Cherry Juice,457
Succatash,6558
Chocolat glace,1671
Petite Marmite Bourgeoise,1940
Curried Eggs and Rice,3110
Patties,788
Suckling pig,1231
Special salad,4894
2 Mutton Chops,7723
Curried shrimps with rice,6228
Cold Roast capon,5372
Gervais kase,4417
Russe salad,9343
Omelet with Fresh Mushrooms,9029
Chartreuse Verte,5552
Welsh Rabbit,1764
Gendarme Herrings,5455
Creme a la Reine,4769
Cup Cold Consomme,6703
Papaya,3367
Booth's High and Dry Gin,2857
Assorted Fruit Salad,1784
Sirloin Steak (for two),9440
"Combination Salad, French Dressing",4822
Souffle au chocolat,8625
Idaho Baked Potatoes,538
Formaggi assortiti,4440
Single Lamb Chop,7424
"COFFEE, TEA, ETC.",5160
Fresh Strawberries in Cream,9193
"Corned Beef, potato salad",8644
Filet Mignon Rossini,6603
Boston Salad,5548
Chestnut Dressing,8750
Prosciutto,1604
Broiled tomato,3244
Piselli,1461
Madere,611
Broiled Salmon Maitre d'Hotel,7932
"Beer, Domestic",5971
A la Russe,4904
Marrow bones,2214
Salade Suedoise,6753
Crabflake Salad,5563
Melone,8199
Herb cheese,2900
Spiced herring,5220
"Spaghetti, Parmesan",4321
"Gold Seal, Special Dry Champagne",739
Risotto Milanaise,3375
POTATO SALAD,6038
Meringue,749
Pineapple Ice Cream,3947
Omelette: Parsley,7048
Tilsit Cheese,3563
Li Chee Nuts,9631
Imported Beer,8859
Huckleberries with cream,4916
"Great Western, Special Reserve",1284
Le Jambon de Parme,3112
Omelette Lyonnaise,1591
American Burgundy,5607
Kaiserschmarrn,756
Pot for two,2701
Salade Japonaise,2268
Stewed california prunes,5485
Cold Turkey Sandwich,2632
sliced beets,106
Clear Soup,2300
Grune Erbsen,3782
German Rye Bread,5597
"Olives, stuffed",5934
"Toast, Dry ",4806
Cream of Watercress Soup,4483
Lobster Chop Suey,7237
Consomme Mimosa,2330
Scrambled Eggs and Bacon,3519
Kalifornische Pfirsiche,3183
Boiled Bacon,8485
CAMEMBERT ,1983
Canape Martha,3631
Compote of mixed fruit,8947
Syphon Seltzer,539
Broiled Chicken Livers,4818
Moselle Wine,2482
Saint Estephe,763
Sherry and bitters,2759
Cape Cod Cranberries,4419
Poissons,1506
Deep Dish Blueberry Pie,6260
Spritzkuchen,3506
Turbot,1337
Artichauts a la Grecque,4424
Kraftbrühe mit Ei,5435
Shrimp cocktail,964
Calf's Liver Saute,556
Americaine,1980
Chicoree salad,9066
Barton & Guestier Sauterne,8626
Pudding Saxon,2572
Hash Browned Potatoes,985
Crabes mous frits,283
lobster sauce,5762
Oeufs en Gelee,4600
Mashed Carrots,6495
Gelato,2678
Apfel pfannkuchen,9573
Sedani,1968
Royal,598
Asparagus with Hollandaise Sauce,8786
Filet of Sole Bonne Femme,9106
Laitue salade,594
Cold Cuts with Chicken,7919
French dressing,6055
Club Sirloin Steak,8539
Black Ducks,4655
Riz,3377
Fachingen,856
Prawns,791
Burke's Irish,2414
Windsor Potatoes,3958
Apricot Ice Cream,5010
Carstair's ,3077
Baked Beans with Brown Bread,5106
Roast Poussin,4699
Carstairs Whiskey,7412
Pineapple Parfait,3899
Young Hyson tea,9607
Romaine Lettuce Salad,9378
BREADS,604
Strawberry Cake,7514
Sauté Potatoes,9250
Cheese & Crackers,1302
Broiled calf's liver with bacon,6814
Potage Mulligatawny,5410
Kirschen-Kompott,918
Corton,7983
Toke Points,2239
COMPOTE D'ABRICOTS,3147
Salade de crevettes,3454
Eggs a la Benedictine,5251
Wine Jellies,4116
Fresh Apple Pie a la Mode,2750
Potage Lamballe ,3804
"Pineapple, sliced",7218
Cold Galantine of Turkey,3210
"Tea, Pot for One",2873
Chateau Olivier,3819
Puree of Spinach,3691
Bacardi Punch,4903
Salad: Cucumber,6795
New Green Beans,7594
Sole au Vin Blanc,5004
Mumm Cordon Rouge,8672
Canadian Ale,366
Portion Kaffee,6090
Reine Claudes,2146
Applejack,5596
Münster Cheese,2892
Cafe melange,4698
Health bread,9200
Cape Cods on Half Shell,339
Scotch Whiskey,246
Peche Cardinal,3826
Calf's Liver with Onions,7898
Sodas,7582
Fresh Green Peas,1244
Shrimp Toast,8443
Pot Cheese,3355
Candied sweets,8316
Fried or Grilled Sweets,5659
Weinkraut,3598
Fruit cakes,1534
Roast Veal Sandwich,6178
Olive verdi,4833
Link Sausage,4685
Bird's Nest Soup,3381
Laitue Braisee,7861
"Frogs' legs, provencale",753
Orange Marmelade,787
Omelet with marmalade,4448
"Coffee, pot with cream",6948
Brechbohnen,355
Toasts,7996
Walnut ice cream,1100
Bluepoints on half shell,2434
Meerrettich,5668
Cherry Tartlets,4442
Cafe des Princes,3489
"Fried chicken, Southern style",3930
Pollo alla Cacciatora,257
Camembert ,2586
Tomatoes au Gratin,6777
Jack Rose cocktail,629
biscuit glace ice cream,6335
Crystallized fruits,3680
Fry oysters,8176
Pineapple Salad,3719
Shredded Wheat Cereal,1399
Filets of Anchovies,1102
Kalamazoo celery,3565
French Rolls and Butter,7302
Picon Punch,4867
Hot or Cold Consomme,7464
Cockburn Port,1758
Spargelsalat,7874
Brauneberger Moselle Wine,2029
Baked Fish,5974
Green split pea soup,8303
Blueberry Tartlet,3098
Whiskey Egg Nog,537
Brandy Cobbler,3159
Scallops au gratin,1865
Langue de Boeuf,5438
Omelette with currant jelly,7827
Leek and Potato Soup,931
Clams Cocktail,4706
Rice Creole,621
Shad Roe Omelette,3362
CAPE COD OYSTERS ON THE HALF SHELL,7416
Okra and Tomatoes,3571
Arroz con Pollo,2724
Mixed Fruit Salad,8265
Essence of Celery,4754
Roast Spring Chicken,837
"Spring Chicken, whole",5196
Hungarian Goulash with Noodles,5498
Braised celery au jus,3952
Slivowitz,2961
Steaks to order,642
Italian Chianti,7800
Paul Jones Rye,3212
MARTINI,3738
PRUNES with Cream,5480
Diplomat Pudding,4184
Paul Jones Rye Whiskey,8629
Broiled bass,536
Blueberry Cake,6365
Saumon froid sauce verte,651
Kleines Geback,1883
"Fillet of Sole, Dieppoise",3893
Cotelettes de Mouton,5011
Pineapple meringue pie,6147
Lettuce & Tomatoes,672
BRANDIES,3379
Crab Meat Sandwich,1618
Scotch woodcock rarebit,2305
Lorenzo,833
Compote de rhubarbe,1453
Burke's Stout,6255
Pie with ice cream,7312
Peppers,8010
Jambon fume,3725
Mayonnaise de Poisson,2355
Kuchen,3920
Anisette Marie Brizard,6007
MOCCA,5889
Calves Liver with Bacon,45
Chilled Melon (Portion),6215
Appollinaris Water,6182
Dame Blanche,2835
Artichaut Hollandaise,6031
Camambert,820
Fresh Green Beans,7828
"Tomatoes, Maryland",8781
Brussels sprouts rissoles,3253
Bass Pale Ale,6235
G.H. Mumm's Cordon Rouge,1802
Scrambled Eggs with Sausages,2349
Spinach plain,5310
Kaas,695
Table D'Hote Dinner,4205
Assorted Hors d'Oeuvre,8437
Leiden,2269
Creme Portugaise,4264
Vanille glace,7442
Iced Tea ,4542
Patisserie assortie,4312
Glace Moka,4617
Macaroni au Parmesan,5481
Shoe string potatoes,2358
Nut Sundae,1281
Old Taylor whiskey,2713
Cold Galantine of chicken,4863
CHICKEN SALAD,3564
Pasticceria,5784
Chicken a la King en Casserole,5788
"Ham, fried or broiled",7372
Lynhavens,285
Water,2611
Asparagus Omelette ,570
Liebfraumilch rhine wine,670
Cup Custard Pudding,7711
COCOA,4875
CRAB LOUIE,1644
"Baked Beans, Hot or Cold",196
Choux de Bruxelles rissoles,5138
Creamed Finnan Haddie on Toast,7513
Cereals with cream,258
"Shirred Eggs, Opera",4395
"Fried Silver Smelts, Tartar Sauce",1752
Scharlachberg,2020
candied sweets,6487
Sardines à l'huile,1180
Grand Mariner,776
Pommery & Greno Champagne,6397
Hawaiian Salad,4874
"Filet Mignon, Bearnaise",7573
Cream of Peas Soup,8592
Boiled Beef,8211
Puree,3262
Puree Jackson,3015
Chocolate souffle pudding,6793
GRAPEFRUIT HALF,6599
Soft Roes on Toast,3586
Blue Ribbon Beer,3239
Spiegeleier mit Schinken,4926
Corn Beef Hash,1659
Kraftbruhe mit Nudeln,725
Egg and Lettuce Salad,7280
Pommes au gratin,5555
Consome,3761
Duff Gordon No. 28,3337
"Filet of Sole, Tartar",2096
Fish Soup,4949
White,1485
Sandeman Port,8455
Minced Lamb on Toast,6200
Potatoes: Hashed and Browned,504
Vanilla or Chocolate ice cream,1657
Schrod,2152
Consomme fermiere,2707
Consomme Douglas,8710
Rickeys,3783
Chicken patty a la reine,2291
Fruit Tartlet,9018
Cabernet,3513
Ambrosia,1504
Raspberry Parfait,5200
Scrambled Eggs with tomato,9170
Lemon Layer Cake,8008
Cumberland,1199
"White Rock, splits",2066
Tea biscuits with butter,218
Broiled Flounder,3437
Souffle au Parmesan,4620
Couvert,1951
Mt. Vernon Whiskey,9310
"Chablis, superior",4052
Potatoes Olivette,5194
Spaghetti in cream,3518
Peach,1844
Beets Salad,2027
Bread & Butter,9208
Moselwein,1005
Grilled sirloin steak,5515
Mirabellen Kompott,6539
Omelette Portugaise,462
Smoked Sausage,234
Chianti Vecchio,2893
Pints,2847
Domestic American Cheese,7621
Apple Cobbler,4779
Royans,2245
Chilled Fruit Cocktail,2767
Haig & Haig Scotch,7888
Schnitzel Holstein,225
"Green Turtle, Amontillado",8422
"Canape, Moscovite",2841
Compote de Peches,732
Salad: Tomato,8141
"Corned Brisket of Beef, Cabbage",8379
Soufflees,9188
Filet of Anchovies,9496
Pommes Lyonnaise,7100
"Oyster stew, plain",5227
"Lobster, Americaine",6488
Canapes Moscovite,5384
Pineapple Layer Cake,6642
Sliced Tomatoes and Onions,6726
Wiener Roastbraten,613
Assorted Relishes,1074
Pommes de terre soufflees,4396
"TOMATO SALAD, FRENCH DRESSING",468
Broiled eggplant,5347
Roast Stuffed Capon,6470
Filet mignon Bearnaise,8131
Cream Cheese with Toasted Crackers,9071
Carstairs Rye Whiskey,2468
Chicken fricasse,3860
Claret and Soda,9509
Ice Cream: Chocolate,5747
Coffee French Ice Cream,9500
Pommes de terre persillees,6332
Clear green turtle Amontillado,8489
Canape of Anchovy,8187
Hennessey Brandy,7931
Gold Seal Brut,205
Mount Vernon Rye,2378
Boiled Smoked Tongue,7419
Oysters a la Casino,4505
Creme de Cocao,4826
Green kale,3425
Sole Colbert,4326
Port Cobbler,6829
CONSOMME SAGO,1144
Canadian Rye,2014
"Salad, Sliced Tomatoes",8273
Formosa Oolong Tea,433
Macaroni in cream,3935
"Filet Mignon, Jardiniere",5451
Boiled Bermuda Potato,2284
Puree of Yellow Turnips,8235
Apfelkompott,4418
Brussells Sprouts,9318
"Roast Spring Lamb, Mint Jelly",3683
Creme de Menthe White,7085
Patisserie Parisienne,8300
Piel's,1672
Hors d'oeuvres,8147
with chicken livers,7151
"Consomme, Rice",6874
OEufs Brouilles aux Truffes,5834
Peas & carrots,4587
Scrambled Eggs with Minced Ham,1222
King George,582
Old-fashioned Cocktail,1128
OEufs Frits,5150
Domestic Brandy,5164
Salad a la Francaise,8728
Onion soup with cheese,3181
OEufs a la Coque,3613
Devilled Crab,1482
"Mushrooms, extra",5387
Celeris a la moelle,2363
Cold Roast Prime Ribs of Beef,7801
Cream of Wheat with Milk,5782
POACHED EGG,6407
Vanilla Sundae,4471
Potatoes Home Fried,9103
"Shirred Eggs, Meyerbeer",3349
Bisque d'Homard,1613
Raspberry tart,4271
Stewed Fresh Mushrooms,2606
Hollandaise Sauce,9522
Hot Rolls and Butter,7892
Blackberry jelly,5048
Consomme Cold,1334
Little Necks on half shell,1532
Biscuit Praline,5899
EGGS AND OMELETTES,3251
Omelette mit Spargel,1699
"Clear Green Turtle, Amontillado",431
Hamburg,4630
Glace Café,9705
Chicken livers brochette ,616
Potage Jubilee,3730
Filet de Sole Bonne Femme,9106
Genever,1589
Fresh Strawberry Sherbet,7838
Consomme au vermicelle,1271
Appetizer,1004
Lamb Tongues,401
Toast and Butter,5969
"Pork Chops, Apple Sauce",5855
Hummersuppe,5305
Sellerie-Salat,142
tom and jerry,2196
Steak Sandwich,2601
Cream of Chicken Soup a la Reine,1129
Cafe frappe,1040
Chump Chop,3660
Doughnuts (2),5880
Kraftbruhe mit Ochsenmark,4570
"Fried Cape Scallops, Tartar Sauce",9187
Bisque of Tomato,1322
Minced Ham Omelette,6700
"Filet of Sole, Meuniere",990
Clam fritters with bacon,1986
Mirabellen-Kompott,4245
Creme Sante,4187
Souffle a la vanille,8664
Monte Cristo,2884
"Wheat Cakes, pure maple syrup",8057
Omelette with Jelly,8880
Stewed in Cream POTATOES,7659
BUTTERMILK,6840
Limabohnen,2508
Puffed Potatoes,7605
"Benedictine,",5955
"Omelettes, Ham",6497
Haricots vert,930
"Apollinaris, Splits",2301
Lady Baltimore Cake,1823
French Meat Salad,6544
Chiffonade Salade,8140
buckwheat cakes with syrup,2515
"Chocolate Pudding, vanilla sauce",5760
Lobster Sandwich,5604
Buckwheat Cakes with Honey,7856
Buttered Parsnips,7229
Paprikaschnitzel,8213
Corona,1086
Creme de celeris,6237
mackerel,6011
"Vol-au-Vent, Regence",1515
Ginger Cake,5329
Vienna coffee,4131
"Tea, pot with cream",8510
Fleurie,5307
Omelette Forestiere,2910
"Pie a la Mode, extra",488
Baked Boston beans,5708
Asparagus with Hollandaise,8786
Cream de Cocoa,8589
all Cereals with Cream,6232
Roast leg of spring lamb,5587
STUFFED OLIVES,6202
Souffle Grand Marnier,3700
Bushmills Irish Whiskey,8502
Pale Dry,4166
Baby Carrots,4976
Moka ice cream,3942
American chocolate Ice Cream,6591
ASSORTED CHEESE,4332
salade a la Russe,5460
Chicken lobster,5745
"CLAM CHOWDER, MANHATTAN STYLE",2871
Cotelette d'agneau,564
DEMI-TASSE,120
Chartreuse Cordial,7979
Huitres Natives,4692
Fresh Horse-radish,5619
Gefullte Tomaten,5179
"Pommes de terre, Chateau",8120
Swiss (cheese),5854
Eggs boiled (2),8375
Pig's knuckle in jelly,2825
Marmalades,1640
Artichoke Salad,6564
Vanilla [ice cream],3635
Imported beer on draught,4404
Peches flambees,6418
Individual Chicken Pie,8356
Filet Mignon en Casserole,6578
Eggs - Shirred,6573
English Walnuts,461
Coates Plymouth,2154
Petits-Fours,6625
Eccles Cakes,2949
Consomme Alexandra,3588
Johannisberg,7286
Chops to order,5250
Sweetbread Croquette,3555
Fresh fruit salad,9238
ripe and queen olives,8491
Sparkling Cider,3707
Regular Dinner,5673
Asti Spumante,1012
chocolate eclair,4516
Oignons Frits,3237
Celeri au jus,4278
Potage Jackson,5198
cakes,7758
Sirloin of Beef au Jus,1691
Salade de fruits frais,6388
Cold Corned beef sandwich,8061
Asparagus soup,3323
Roast Fresh Ham,5170
Anchovy Canape,6594
Stewed Steak,6790
Pommes de Terre Anna,2233
Whole Live Broiled Lobster,9351
Curried Shrimp,9169
Cream of Lobster,3106
Creamed Peas,6649
Strawberry Cream Ice,1484
Consomme Theodora,1860
Grape Nuts Cereal,4508
Puffed Rice Cereal,8503
Anti Pasto,6762
Pear Salad,4204
"Fresh Strawberries, with cream",9534
Saint-Emilion,8646
Meringues Chantilly,9535
Mixed Vegetable Salad,7794
Napoleon-Schnitte,1133
Cantelope,5910
"Salmon, sauce hollandaise",5879
Croquettes potatoes,8194
Sardellenbrot,6054
gebackene Eierpflanzen,1668
Kartoffel salate,8352
Sauerbraten,4781
Cucumber Pickles,3268
"Shrimp Salad, Mayonnaise",730
Crab flakes a la Newburg,6643
Canned Salmon,7162
Sauce Mayonnaise,6910
B & G Sauterne,922
Mussels,1723
Carta blanca,1868
Omelette au parmesan,9449
Selters,2963
Mures,9714
Neapolitan Ice,5608
Pommes Noisette,7936
Russe,860
Roast Rack of Lamb,7970
ICED COFFEE,7307
Puree of Split Pea soup,4064
"Cold Roast Pork, Potato Salad",9195
Liederkrantz Cheese,3463
Philadelphia Cheese,7734
Cote de porc,2318
Alexandra,534
Coupe Edna May,2343
Carrots & peas,961
Shrimps Newburg,3344
"Consomme, Noodles",7660
Menu,2992
Lobster Pattie,1555
Puree of Lentils,4531
Hamberger Steak,3457
