id,name,description,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price,cluster_id
20325,Tomaten,,28,28,1899,1971,0.0,0.0,7865
12345,Guinness's Extra Stout,,28,28,1900,1954,0.12,0.35,5249
8553,Stewed carrots,,27,28,1899,1950,0.15,0.4,5467
37154,Erbsen,,28,28,1891,1978,0.0,0.0,5035
3381,Plain Boiled Rice,,28,28,1895,1963,0.05,0.05,7654
6773,Omelette a l'espagnole,,26,28,1900,1953,0.0,1.5,6295
51509,Vanilla Ice,,28,28,1890,1963,0.0,0.3,8024
5086,Omelettes,,27,28,1881,1980,0.0,3.5,7661
190568,"Sweet Potatoes, Candied",,28,28,1920,1941,0.25,0.4,8627
185426,Pimento Cheese,,28,28,1914,1973,0.15,0.4,2480
15155,Mixed Sweet Pickles,,28,28,1898,1962,0.05,0.5,8591
30383,Waffles with honey,,28,28,1900,1952,0.2,0.6,5666
41064,Cold Roast Beef with Potato Salad,,28,28,1900,1945,0.25,1.4,4170
377804,Crab Flake Salad,,23,28,1905,1958,0.5,4.5,752
153189,Pomme,,28,28,1912,1972,0.0,0.25,3182
37312,Strawberry mousse,,28,28,1898,1947,0.0,35.0,5676
118026,Sliced Banana with Cream,,28,28,1907,1969,0.0,0.75,9400
315009,Mountain Valley,,28,28,1913,1948,0.1,1.5,8977
27500,Consomme Rachel,,28,28,1888,1955,0.2,0.4,3461
185227,Cream Cheese with Guava Jelly,,26,28,1917,1964,0.35,0.9,4247
653,Waffle,,28,28,1900,1969,0.0,0.8,5666
13894,Cranberries,,27,28,1894,1980,0.0,0.1,2965
23001,Lettuce and Tomatoes Salad,,28,28,1899,1950,0.15,0.5,9642
169769,Assorted Pastries,,27,28,1917,1987,0.15,4.5,7935
185109,Great Western Champagne,,28,28,1918,1987,1.0,18.0,2529
203686,Terrine of Duckling,,28,28,1921,1973,0.0,1.95,3864
94901,Creamed Mushrooms,,28,28,1901,1959,0.0,2.35,417
68080,Epinards a la creme,,27,28,1891,1968,0.0,40.0,3023
4885,Rye,,28,28,1900,1972,0.05,60.0,4954
19587,Oysters en brochette,,28,28,1900,1957,0.3,1.0,835
51940,Poached eggs on toast (2),,27,28,1895,1948,0.0,0.7,9599
380030,American cheese sandwich,,28,28,1914,1943,0.1,0.3,5759
380004,Coffee ,,28,28,1900,1965,0.05,0.6,958
535,Fried Chicken a la Maryland,,28,28,1898,1958,0.2,5.6,8903
83560,"Chicken Broth, Rice",,26,28,1900,1961,0.1,0.3,7264
136915,half grape fruit,,26,28,1913,1961,0.0,0.55,8123
8208,Wilson Rye Whiskey,,26,28,1900,1949,0.15,2.5,7206
29980,Brot,,28,28,1900,1969,0.0,0.0,3822
15979,Marinierte Herring,,28,28,1900,1961,0.25,0.65,782
19222,Macaroni Napolitaine,,28,28,1887,1965,0.2,0.6,4831
3191,"Louis Roederer, Carte Blanche",,26,28,1888,1955,0.0,6.0,3155
130959,"Half Lobster, Mayonnaise",,27,28,1905,1962,0.35,50.0,9113
47372,"Roast leg of lamb, mint sauce",,28,28,1893,1981,0.2,2.1,6416
37253,Petit pois,,28,28,1882,1972,0.0,1.0,973
30963,American Sauterne,,28,28,1900,1946,0.4,2.26,2325
5140,Pabst,,28,28,1900,1985,0.1,0.85,6153
13506,Haute Sauterne,,28,28,1880,1947,1.0,7.0,408
8101,Veal Steak,,28,28,1865,1976,0.0,2.9,4263
129903,Cherry Cordial,,26,28,1899,1967,0.2,1.5,3907
55238,"Whiskey, Canadian Club",,28,28,1900,1958,0.0,2.0,7683
23845,Camembert Käse,,28,28,1901,1973,0.0,0.0,9510
2436,London Dock,,28,28,1882,1948,0.15,3.5,2356
13480,Apple Pies,,28,28,1851,1948,,,6797
150530,Haig & Haig Pinch,,28,28,1917,1963,0.4,4.5,8478
29550,Kronsbeeren,,27,28,1899,1969,0.0,0.0,2186
7324,Salt Codfish in cream,,28,28,1899,1944,0.0,25.0,1875
18626,American Cheese and Crackers,,28,28,1900,1963,0.1,0.6,3221
381260,Stewed Prunes with Cream,,28,28,1913,1949,0.1,0.35,1822
79801,Abricots,,27,28,1900,1955,0.0,1.25,8888
21930,Compote of Peaches,,27,28,1900,1986,0.2,2.75,8368
7413,Glass milk,,28,28,1894,1946,0.05,5.0,8409
29533,Straw potatoes,,27,28,1900,1973,0.25,0.25,4178
182825,Apple Pie with Cheese,,25,28,1917,1979,0.0,1.95,4981
13182,Gooseberry Pie,,28,28,1880,1955,0.15,0.25,1251
62441,Scrambled eggs (2),,28,28,1895,1957,0.0,10.0,633
189082,"Fruit Jello, Whipped Cream",,28,28,1921,1972,0.0,0.5,1340
26533,Fried egg,,27,28,1900,1967,0.0,0.65,9121
21841,Aprikosen-Kompott,,28,28,1899,1958,0.0,0.0,155
24566,"Cauliflower, au gratin",,28,28,1887,1958,0.15,0.6,5703
70308,Deutscher Pfannkuchen,,28,28,1899,1969,0.0,0.0,676
40,Breakfast,,28,28,1900,1967,0.25,1.0,5125
17626,Eggs with bacon,,27,27,1900,1985,0.25,9.0,1892
109983,Grapefruit Salad,,27,27,1906,1968,0.0,2.75,6501
383157,Hot Mince Pie,,26,27,1891,1973,0.05,1.0,4372
94527,Steak a la tartare,,25,27,1900,1941,0.4,1.5,8350
2461,Boston Lettuce,,27,27,1900,1970,0.1,15.0,168
9522,"Consommé, cup",,26,27,1900,1943,0.1,0.3,7012
5246,Coffee Glace,,27,27,1895,1961,0.1,15.0,4786
4186,"Clam Broth, Cup",,26,27,1900,1961,0.1,0.35,3401
8978,Wheat Muffins,,26,27,1893,1949,,,5072
60313,Maraschino liqueur,,27,27,1891,1959,0.0,1.25,3851
6723,Oyster Pattie,,27,27,1899,1945,0.15,15.0,4114
2355,Club House sandwich,,25,27,1900,1971,0.0,18.0,8067
183610,Tea (Hot or Iced),,27,27,1920,1979,0.1,0.5,8461
69888,"Two Eggs, Fried",,25,27,1907,1986,0.1,5.0,8858
18588,Peach tart,,26,27,1898,1999,0.05,3.5,5483
5697,sweet cider,,26,27,1895,1947,0.05,0.4,5983
304307,Special Diet Dressing,,26,27,1919,1946,0.1,0.2,1935
20466,Fried calf's liver and bacon,,27,27,1892,1961,0.25,1.25,354
32125,Canapes,,21,27,1889,1990,,,4719
49965,Anheuser-Busch Budweiser,,27,27,1893,1962,0.1,25.0,223
308411,Chicory and Beets Salad,,26,27,1913,1945,0.35,0.55,741
55845,Gebäck,,26,27,1901,1976,,,2531
12906,Lobster Stew,,25,27,1901,1962,0.4,23.0,6293
6020,French,,26,27,1900,1977,0.1,75.0,6181
6091,Creme d'asperges,,27,27,1883,1971,0.0,35.0,2820
70474,French potatoes,,27,27,1897,1948,0.1,0.3,7030
1270,Mirabelles,,26,27,1899,1955,,,2880
9200,Milch,,21,27,1901,1983,0.0,0.0,5145
1574,Sorbets,,25,27,1893,1993,0.0,3.25,3302
5710,Russische Eier,,26,27,1900,1983,0.0,0.95,3312
376178,Chicken Broth with Rice,,27,27,1913,1959,0.0,0.9,2430
378792,Omelette with Tomatoes,,26,27,1887,1959,0.3,2.25,6226
28251,Betteraves,,27,27,1897,1955,0.0,25.0,1705
145922,Stinger Cocktail,,27,27,1916,1962,0.0,1.1,4581
24190,Boiled New England Dinner,,25,27,1895,1962,0.2,0.95,9487
17259,Brandy Smash,,27,27,1856,1944,0.0,0.5,2804
896,Stewed French prunes,,27,27,1892,1943,0.1,5.0,6775
190663,Puffed Rice with Cream,,27,27,1914,1963,0.2,0.35,6514
16260,Whipped Cream,,26,27,1889,1989,0.0,0.45,4183
28540,Peaches in Syrup,,27,27,1900,1973,0.0,0.35,2575
377152,Cream of Celery Soup,,27,27,1,1973,0.1,0.7,8895
29408,Chartreuse Yellow,,27,27,1900,1968,0.0,1.5,8779
3399,Broiled Wiltshire Bacon,,27,27,1896,1957,,,4111
313312,Creamed Eggs on Toast,,27,27,1914,1948,0.2,0.5,6474
150355,Krug Private Cuvee,,27,27,1912,1976,1.25,35.0,718
68961,Bouillabaisse,,25,27,1907,2006,0.0,27.0,19
2703,"Curacao, Orange",,27,27,1900,1962,0.15,2.25,1345
369,Pork Sausage,,27,27,1900,1958,0.25,0.35,8900
98016,"Clicquot, Yellow Label champagne",,27,27,1900,1941,0.6,7.0,7510
21151,Hunter Whiskey,,27,27,1899,1956,0.1,2.5,7135
267219,Stewed Fresh Pear,,24,27,1917,1950,0.25,40.0,867
190377,Toasted Cheese Sandwich,,26,27,1917,1988,0.15,1.0,7102
101623,Breaded Veal Cutlet,,24,27,1901,1962,0.3,16.0,9062
182541,Shasta Lemonade,,27,27,1920,1942,0.2,0.25,1970
33561,Spring salad,,27,27,1901,1948,0.35,0.4,5761
27308,Little Neck Clams on Half Shell,,27,27,1882,1977,0.2,3.75,7128
368359,Scrod,,26,27,1912,1998,0.45,14.95,844
133401,Pear Helene,,25,27,1918,1977,0.0,2.5,3264
11950,Roast Mallard Duck,,27,27,1897,1965,0.5,5.0,6628
441,Stewed in Cream,,26,27,1900,2928,0.15,40.0,4932
120804,Cape Cod Oyster Cocktail,,27,27,1907,1985,0.35,3.95,6685
9030,Potatoes Delmonico,,23,27,1900,1959,0.2,0.5,1428
10523,Giblet Soup,,25,26,1900,1950,0.25,0.45,1346
9081,POTATO CROQUETTE,,26,26,1898,1963,0.0,0.75,4041
6259,Chicken Patty,,25,26,1900,1958,0.0,25.0,5176
234216,Schaefer,,26,26,1913,1966,0.1,0.45,1404
207712,Pineapple Compote,,26,26,1921,1969,,,8798
103016,Omelette Fines Herbes,,26,26,1900,1970,0.0,18.0,5999
35864,Sliced Beans,,26,26,1899,1959,1.0,1.0,6923
4692,"Cold Asparagus, Vinaigrette",,26,26,1899,1949,0.2,60.0,5223
10229,Filbert Ice Cream,,24,26,1901,1963,0.3,0.3,3757
72387,"Filet of Sole, Marguery",,23,26,1907,1959,0.0,3.0,7933
11543,Frankfurters and sauerkraut,,25,26,1900,1955,0.15,0.65,2496
90255,Apollinaris Mineral Water,,25,26,1893,1941,0.06,0.75,7963
52379,Filet mignon with mushrooms,,25,26,1900,1969,0.0,6.75,4619
124275,Ham with potato salad,,26,26,1900,1942,0.35,0.9,1985
4772,Biscuit,,26,26,1858,1959,0.0,1.1,8675
2634,Old Crow Rye,,26,26,1900,1955,0.15,150.0,2501
12608,Celery en Branche,,26,26,1891,1948,0.0,0.0,1497
16018,"Ice Cream, Pistachio",,26,26,1900,1963,0.25,1.1,8079
266500,Domestic Cream Cheese,,22,26,1915,1959,0.2,0.85,5868
18443,Potatoes hashed browned,,26,26,1900,1985,0.1,0.6,3160
11386,NEW SPINACH,,26,26,1900,1959,0.0,0.55,6211
40042,Lobster à la Newburgh,,26,26,1896,1946,0.4,2.75,3796
375015,Boston Baked Beans,,26,26,1899,1958,0.0,0.25,1239
377744,Ceylon tea,,25,26,1913,1941,0.05,0.35,9085
33098,Broiled Kennebec Salmon,,24,26,1906,1957,0.25,50.0,7658
4057,Hors D'oeuvre,,25,26,1891,1973,0.0,18.0,2039
51983,Cold Rolled Ox Tongue,,26,26,1900,1962,,,8158
1992,Poached on toast,,25,26,1900,1948,0.15,2.5,6871
411382,iced tea,,21,26,1913,1978,0.05,0.45,8047
51081,Mayonnaise de volaille,,25,26,1888,1968,0.0,1.25,2878
4771,"Boiled Salmon, Hollandaise Sauce",,26,26,1899,1953,0.35,0.9,6155
377746,English Breakfast tea,,25,26,1881,1987,0.05,6.95,1269
144980,French Fried Potato,,26,26,1917,1974,0.1,0.75,148
230157,Mumm's Cordon Rouge,,26,26,1913,1983,3.25,37.0,8672
4255,Sirloin Steak Bordelaise,,26,26,1892,1961,0.0,125.0,4675
8606,SWEETBREADS,,26,26,1889,1987,0.5,9.75,4430
167602,Calso Water,,26,26,1915,1971,0.25,0.5,2611
11970,Chutney Sauce,,26,26,1900,1941,0.1,0.25,5944
183948,Swiss Cheese with Toasted Crackers,,26,26,1920,1963,0.35,0.5,6217
10792,Potatoes Croquettes,,26,26,1899,1972,0.15,0.35,8950
4446,Cream Pie,,26,26,1865,1970,0.1,0.75,8499
314079,Wheat Griddle Cakes with Syrup,,24,26,1914,1946,0.1,0.35,5058
3656,Cigars and Cigarettes,,25,26,1900,1943,,,6683
151725,Dewars White Label,,26,26,1914,1987,0.15,35.0,531
373929,LIQUEURS,,24,26,1892,1964,,,3951
16884,Fried oysters with bacon,,26,26,1900,1947,0.25,1.5,3503
189639,Minestrone Milanaise,,25,26,1914,1965,0.2,0.45,927
158231,Tasse Kaffee,,25,26,1913,1995,0.0,0.25,830
90385,Benedictine cordial,,26,26,1900,1964,0.2,1.35,3156
373508,Salads,,26,26,1898,2928,,,8119
26761,Napolitaine Ice Cream,,26,26,1884,1965,0.0,0.5,3701
55349,Omelette mit Schinken,,25,26,1900,1988,0.0,0.0,6471
14496,Cook's Imperial Champagne,,26,26,1893,1955,1.0,5.5,4838
16765,Brandy Milk Punch,,26,26,1900,1962,0.2,1.5,253
276255,My Fancy Salad,,26,26,1913,1954,0.5,0.65,2591
258,Bacon & Eggs,,26,26,1900,1957,0.0,4.75,9081
48278,Pears in Syrup,,22,26,1900,1973,0.0,0.35,2394
3746,Prairie Chicken,,26,26,1865,1958,0.75,150.0,3443
3048,Omelette Espagnole,,26,26,1900,1987,0.0,2.5,9699
32380,SALADE DE HOMARD,,26,26,1885,1963,0.0,1.0,3169
2850,MOSELLE,,26,26,1894,1957,0.0,40.0,1209
206946,Cherry Tartlet,,21,26,1900,1958,0.0,0.3,4442
24316,Beurre,,25,26,1881,1977,0.0,0.5,1457
14775,Nova Scotia smoked salmon,,23,26,1900,1966,0.3,26.0,7463
2469,Hashed Brown,,26,26,1900,1969,0.1,0.95,9007
18113,Oyster Pie,,25,26,1900,1980,0.1,5.95,3350
35341,G.H. Mumm & Co. Extra Dry,,26,26,1881,1951,0.0,4.25,8129
134869,Banane,,24,26,1914,1967,0.0,0.0,8978
270251,Ruppert's Knickerbocker beer,,25,26,1917,1961,0.15,0.6,590
78050,Cream of wheat with cream,,26,26,1900,1963,0.2,0.4,8275
985,Hominy Fritters,,25,26,1893,1969,0.2,0.2,4437
64719,Pabst Blue Ribbon Beer,,26,26,1901,1961,0.1,0.5,5860
30207,Coffee eclair,,25,26,1901,1949,0.05,0.2,2744
26234,"CHICKEN SALAD, MAYONNAISE",,25,25,1899,1957,0.25,1.75,2492
148675,"Potatoes, Baked Idaho",,25,25,1929,1968,0.2,1.2,8172
5550,"Spaghetti, milanaise",,24,25,1892,1946,0.15,0.5,8405
10381,Raspberry Jelly,,25,25,1889,1969,0.25,6.0,6066
75512,Hot or cold mince pie,,25,25,1896,1949,0.05,0.25,7124
129839,Assorted Ice Creams,,24,25,1889,1982,0.2,800.0,9620
126349,French Toast with Jelly,,24,25,1899,1965,0.0,1.25,5473
14600,Ham and Egg,,25,25,1900,1959,0.0,1.45,1759
30506,Lyoner Kartoffeln,,25,25,1900,1969,0.0,0.0,4008
122623,Fresh Vegetables,,23,25,1905,1987,0.0,0.95,8894
16692,Beer on Draught,,22,25,1900,1950,0.1,1.25,7173
66677,Broiled Egg Plant,,25,25,1894,1944,0.0,0.5,6853
6743,"Small Steak, French Fried Potatoes",,25,25,1899,1947,0.2,20.0,4422
14952,Jamaica ,,25,25,1900,1966,0.12,2.0,3583
14935,"Creme de Menthe, Green or White",,25,25,1900,1957,0.15,15.0,3626
33324,Duff Gordon,,25,25,1882,1968,0.15,7.0,5319
132986,Consomme Double,,25,25,1912,1980,0.0,1.15,7193
150909,Baked Idaho,,25,25,1917,1973,0.15,75.0,4055
191056,Corn Flakes with Cream,,25,25,1914,1963,0.2,0.35,6861
37571,Orange (1),,25,25,1900,1946,0.05,0.15,1719
377967,Onion soup au gratin,,25,25,1914,1954,0.25,0.6,6828
183687,Giblet Gravy,,25,25,1916,1969,,,2190
7159,California Sauterne,,25,25,1900,1980,0.15,3.0,4747
19153,Scrambled eggs with chicken livers,,23,25,1900,1973,0.0,3.5,2285
151986,Brandy Egg Nog,,25,25,1914,1966,0.4,1.5,2130
109247,O'Brien,,25,25,1901,1962,0.15,0.55,3113
29631,Mince Pies,,25,25,1857,1971,0.0,0.0,35
99923,Cocoa or Chocolate,,24,25,1907,1948,0.0,0.7,2345
218783,Garden Spinach,,21,25,1914,1977,0.1,2.15,4686
41983,Canadian Club Whisky,,25,25,1900,1968,0.0,4.0,8727
153461,Tuna Salad,,23,25,1915,1987,0.0,4.25,1884
42045,Porto,,24,25,1897,1990,0.0,3.0,2675
6600,Potage Parmentier,,21,25,1894,1955,0.0,0.5,5637
31609,Toasted Corn Flakes,,25,25,1907,1968,0.0,0.25,8678
151027,English Lamb Chop,,22,25,1921,1958,0.75,4.75,7610
9985,Herrings,,25,25,1888,1973,0.0,0.0,1403
266499,Domestic Cottage Cheese,,21,25,1915,1959,0.2,0.85,7670
8184,Rumpsteak,,19,25,1899,1976,0.0,0.0,6451
69887,"Two Eggs, Boiled",,24,25,1907,1962,0.1,5.0,592
30330,Fonds d'artichauts,,25,25,1880,2012,0.0,1.25,8286
5165,Crab,,25,25,1894,1972,0.0,50.0,6140
13772,Assorted Eclairs,,23,25,1900,1941,0.1,0.25,2307
138639,Petit Gruyere,,25,25,1915,1977,0.25,1.35,6606
3906,Cold Corned Beef with Potato Salad,,25,25,1900,1947,0.15,1.5,7401
97296,Soupe a l'oignon gratinee,,24,25,1906,1968,0.0,1.75,2082
36791,SALAD IN SEASON,,25,25,1889,1969,0.0,0.0,5447
9956,Sturgeon,,25,25,1901,1965,0.1,2.1,1024
187520,Mocha Layer Cake,,21,25,1912,1969,0.06,0.75,9074
7420,Neopolitan ice cream,,25,25,1887,1975,0.1,0.45,639
13461,French Salad,,25,25,1886,1964,0.0,10.0,8053
12851,Cold Asparagus,,25,25,1898,1943,0.2,35.0,86
38685,Liquers,,25,25,1888,1974,1.5,1.5,8085
92084,Artichaut,,25,25,1900,1966,0.0,0.75,7415
15302,Marble Cake,,25,25,1894,1962,0.05,0.35,7146
4426,Otard Brandy,,25,25,1866,1961,0.15,25.0,259
7474,"Coffee, Tea or Milk",,20,25,1900,1976,0.05,5.0,4704
28913,Zuckermelone,,25,25,1901,1969,0.0,0.0,5504
90381,Kummel cordial,,24,25,1900,1955,0.2,0.95,5787
266527,Stewed Pineapple,,24,25,1918,1969,0.0,0.8,5713
8306,Neuchatel,,25,25,1894,1962,0.0,3.5,7768
15394,Risotto,,22,25,1899,1970,0.0,1.5,4353
19737,Napoleon Cake,,25,25,1900,1987,0.1,0.4,3558
25630,Schinkenwurst,,25,25,1899,1965,0.0,0.0,5650
31373,Omelette with fresh mushrooms,,24,25,1900,1954,0.0,3.0,8477
256600,Hawaiian Pineapple Juice,,25,25,1914,1962,0.2,0.35,6748
3038,Delmonico,,25,25,1881,1975,0.2,6.5,5794
3878,Fresh Shrimp,,24,25,1894,1945,0.25,0.9,135
58095,Roast poularde,,25,25,1901,1965,0.0,0.0,4366
48387,Cold Bologna sausage,,25,25,1900,1955,,,5525
10128,Curry Rice,,25,25,1900,1985,3.33,4.25,4674
67254,Port-Salut,,25,25,1899,1973,0.0,1.0,8219
379014,Glass of Milk,,22,25,1913,1976,0.05,0.75,6314
54969,Lettuce & Tomato Salad,,25,25,1899,1981,0.1,0.75,9402
126110,Whisky sour,,24,24,1900,1988,0.0,2.0,2065
19985,California Peaches ,,24,24,1894,1958,0.1,0.3,5873
182985,CEREAL WITH CREAM,,16,24,1906,1961,0.15,1.0,5244
266491,Imported Gruyere Cheese,,21,24,1915,1959,0.0,0.95,8548
16248,SLICED PEACHES WITH CREAM,,24,24,1899,1943,0.1,1.0,2147
53414,Broiled Tenderloin Steak,,24,24,1894,1955,0.6,4.25,7126
392048,Consomme with Rice,,20,24,1912,1959,0.05,0.4,9334
7150,HOT CORN BREAD,,24,24,1900,1946,0.05,0.15,4845
15687,Bourbon Whiskey,,24,24,1892,1987,0.15,2.0,3359
184535,Supreme of Grapefruit,,23,24,1914,1957,0.25,0.75,7728
14991,Potatoes: Baked,,24,24,1896,1969,0.1,1.6,3293
38860,Mocha Ice Cream,,21,24,1901,1969,0.25,0.5,7219
54431,Home-made Vegetable Soup,,24,24,1901,1948,0.25,0.35,3706
15085,"Plum Pudding, Hard Sauce",,21,24,1900,1961,0.2,0.85,679
15146,Fresh Buttermilk,,19,24,1900,1943,0.05,5.0,6899
19363,Fried Spring Chicken,,24,24,1897,1954,0.35,2.25,6962
6750,Broiled Sugar Cured Ham,,24,24,1899,1955,0.2,20.0,7596
11720,Eggs Shirred,,24,24,1900,1941,0.15,0.4,9240
11719,Eggs Fried,,24,24,1900,1941,0.15,0.35,7955
59898,Potato pancakes,,23,24,1901,1950,0.15,1.0,5512
151990,Perfect,,24,24,1918,1963,0.35,25.0,4511
183930,Candied Sweet Potato,,24,24,1917,1969,0.2,0.75,9450
28101,Pabst Beer,,24,24,1899,1961,0.15,0.5,7455
284996,Cream of Corn Soup,,22,24,1912,1964,0.0,0.35,7335
385246,Red cabbage,,23,24,1905,1980,0.1,0.3,949
8505,roquefort cheese sandwich,,24,24,1900,1949,0.15,25.0,4802
5370,cauliflowers,,24,24,1865,1973,0.1,0.1,4830
66970,Caviar frais,,24,24,1898,1990,0.0,4.0,1463
66985,Consomme en gelee,,22,24,1906,1964,0.0,0.25,2337
4429,Martell Brandy,,24,24,1893,1963,0.0,3.0,8012
33907,Wines,,23,24,1885,1974,0.3,2.25,7912
43337,Pflaumen Kompott,,24,24,1900,1976,0.0,0.0,18
378015,Cole Slaw,,22,24,1917,1997,0.15,1.95,4725
379893,Puffed Rice,,24,24,1910,1969,0.0,0.35,9002
1553,Cold,,23,24,1900,1978,0.1,0.25,3045
19873,Pommard Burgundy,,24,24,1888,1962,0.0,4.25,4369
76731,Dindonneau Cranberry Sauce,,24,24,1881,1973,0.0,0.0,5827
14887,Roast Prime Rib of Beef,,24,24,1900,1961,0.0,4.0,9479
20305,Italienne,,24,24,1900,2928,0.25,0.8,6306
411202,Fresh Strawberry Pie,,23,24,1913,1955,0.05,5.0,1426
46233,Breakfast Steak,,24,24,1900,1957,0.0,2.35,7391
121601,French Fried Sweet Potatoes,,22,24,1899,1951,0.05,0.55,9089
2680,Dewar's Scotch,,24,24,1900,1980,0.15,2.0,1594
23822,Irish,,24,24,1896,1957,0.0,1.25,3618
25290,Devilled Whitebait,,24,24,1900,1972,0.0,0.6,3206
16663,Ham with Eggs,,24,24,1900,1967,0.0,0.75,8497
46501,Sautees Potatoes,,23,24,1897,1962,0.1,0.25,6582
112365,Vin blanc,,18,24,1900,1968,0.0,4.95,7946
385803,Meringue glacée,,22,24,1882,1969,0.0,40.0,7204
181076,Frisches Obst,,24,24,1910,1976,0.0,0.0,3470
14260,Glace Napolitaine,,24,24,1883,1973,0.3,0.3,4083
31785,"Green Tea, pot",,24,24,1899,1948,0.15,1.5,6978
4278,"Spinach, plain",,24,24,1900,1961,0.05,0.5,7326
183521,Griddle Cakes with Syrup,,23,24,1901,1954,0.1,0.5,7835
22460,Norwegian Anchovies,,24,24,1900,1957,0.3,0.5,103
10967,Cream (glass),,24,24,1900,1941,0.0,0.0,7148
50543,"Lobster Salad, Mayonnaise",,23,24,1898,1961,0.25,50.0,8204
4016,Potatoes hashed brown,,24,24,1892,1960,0.0,0.0,9168
7883,Scotch Mutton Broth,,22,24,1895,1946,0.2,0.45,2945
18367,Marrons Glaces,,24,24,1890,1954,0.3,60.0,5801
183457,Apricots in Syrup,,23,24,1920,1973,0.0,0.35,3646
22204,Braised Sweet Potatoes,,24,24,1899,1946,0.25,0.3,7368
33511,Demitasse,,24,24,1900,1973,0.1,0.5,99
4799,Saucisson,,24,24,1886,1967,0.0,1.6,5452
7419,"Sauterne, Barton & Guestier",,23,24,1891,1941,0.0,2.0,1674
668,Potato Chips,,24,24,1900,1987,0.15,0.75,3987
28625,MULLIGATAWNEY SOUP,,21,24,1899,1944,0.0,0.25,991
309590,Fresh Spinach in Cream,,24,24,1916,1947,0.0,0.5,8554
85176,French endive salad,,23,24,1907,1947,0.4,45.0,6500
6466,Hot Slaw,,22,24,1892,1943,0.15,0.15,647
29409,Chartreuse Green,,24,24,1900,1968,0.0,0.0,1826
28513,Baked Macaroni and Cheese,,24,24,1895,1945,0.1,15.0,5333
32697,Broiled salmon steak,,24,24,1900,1980,0.3,5.25,1263
5102,Crab ravigote,,24,24,1900,1955,0.6,3.75,8780
257,Ham & Eggs,,24,24,1881,1964,0.0,4.95,9153
374212,Pot of Coffee,,23,24,1913,1957,0.1,0.35,993
1884,"Irish Stew, Dublin Style",,23,24,1900,1971,0.25,2.55,5755
308370,Fresh Apple Sauce,,23,24,1912,1948,0.05,0.25,7106
21600,Smoked ox-tongue,,24,24,1900,1972,1.0,1.0,2808
12823,Consommé jardiniere,,23,24,1896,1971,0.2,0.45,6315
188357,Creamed Chipped Beef on Toast,,22,24,1917,1972,0.25,2.8,886
17410,Omelette with chicken liver,,25,24,1892,1943,0.3,1.5,7252
7673,Sweets,,24,24,1894,1962,,,5359
223581,Shrimp Salad Sandwich,,24,24,1914,1980,0.25,7.5,7026
26150,Meringues,,22,24,1851,1962,0.0,0.0,8923
5186,Peach Cake,,24,24,1893,1987,0.1,0.25,6784
31199,Potatoes: Mashed,,24,24,1896,1969,0.1,1.6,7216
45174,Tomato Bouillon,,22,24,1900,1954,0.0,0.3,6629
6308,Anchois,,23,24,1884,1962,0.0,40.0,2547
183018,"MILK, BOTTLE",,24,24,1927,1958,0.0,0.2,4766
10445,Bisque of Shrimp,,24,24,1888,1972,0.3,0.9,9481
29703,Hot Muffins,,23,23,1900,1949,0.1,0.2,6609
36545,Mixed Vegetables,,22,23,1900,2000,0.15,5.25,6691
22606,Smoked Haddock,,23,23,1900,1953,,,3639
32548,Eierkuchen,,23,23,1900,1958,0.75,0.75,3856
194812,Potatoes Macaire,,23,23,1910,1989,0.35,0.35,9158
200522,Salad Italienne,,22,23,1910,1959,0.6,0.65,8378
64409,Escargots,,20,23,1897,1986,0.0,4.75,2933
147630,Grapenuts,,21,23,1915,1954,0.1,3.0,5795
40024,Compote of Prunes,,22,23,1900,1986,1.95,1.95,1342
11014,Baked Chicken Pie,,23,23,1900,1945,0.15,0.6,6637
2139,Home Made Pies,,19,23,1898,1985,0.1,3.0,1518
398044,"Chicken Salad, Mayonnaise",,23,23,1901,1943,0.25,35.0,968
214734,Fresh Strawberry Shortcake,,20,23,1921,1987,0.25,1.5,6721
33651,Consomme Imperial,,22,23,1887,1985,0.4,0.4,2051
16841,Deerfoot sausage,,23,23,1893,1948,0.25,40.0,1464
150253,Rheingold,,22,23,1913,1969,0.0,0.65,1017
49428,Turned Eggs,,23,23,1900,1962,0.0,0.0,4814
1648,Louis Roederer,,21,23,1893,2012,0.0,7.0,5386
19314,Shrimps,,22,23,1900,1955,0.0,1.1,1312
14070,Saltine Crackers,,23,23,1881,1969,,,5849
108060,Virginia Ham sandwich,,22,23,1901,1987,0.2,3.6,8109
387153,Bahar- Milliktani (Curry and Rice),,23,23,1917,2928,0.2,0.35,2053
2630,Hunter Rye,,23,23,1896,1949,0.15,2.0,5445
11754,Roast Beef au Jus,,23,23,1894,1957,0.0,0.0,5180
87680,Fine Champagne,,23,23,1889,1967,0.0,4.0,7693
264584,Bushmill's,,23,23,1913,1959,0.15,2.0,158
69090,"Lobster, Thermidor",,23,23,1907,1954,0.7,125.0,9711
52823,Roast Long Island Duckling,,21,23,1907,1962,1.0,5.5,1146
4475,pigeon,,23,23,1882,1955,0.0,60.0,2689
5259,"Cabinet pudding, fruit sauce",,20,23,1891,1959,0.15,0.35,3802
145167,Maple Ice Cream,,20,23,1912,1968,0.0,0.3,7221
6894,"Boiled halibut, egg sauce",,23,23,1858,1958,0.1,60.0,2868
