id,name,description,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price,cluster_id
208430,Verschiedener Kase,,4,4,1929,1969,0.0,0.0,726
148667,Fraise,,4,4,1917,2012,0.5,0.5,8534
138500,Foie gras a la gelee de porto,,4,4,1912,1968,0.0,0.0,2090
26534,Shirred egg,,4,4,1900,1957,0.15,0.25,9445
26536,Scrambled egg,,4,4,1900,1955,0.0,0.3,6473
82346,Muscat Grapes,,4,4,1907,1959,0.25,0.25,4136
138507,Les Fromages assortis,,4,4,1928,1969,0.0,0.0,8381
103047,Patate Bollite,,4,4,1900,1963,0.05,0.05,2314
26341,Fresh Peaches and Cream,,4,4,1901,1958,0.3,0.75,1252
10299,Banana and cream,,4,4,1900,1941,0.15,0.25,7420
405318,Whisky,,4,4,1917,1990,0.15,0.2,5500
450723,rye bread,,3,4,1914,1988,,,6033
135342,Crepes aux Confitures,,4,4,1910,1947,0.0,0.0,5678
26191,Poulet de grain au cresson,,4,4,1889,1958,0.0,0.0,5957
10383,Salade d'endives,,4,4,1900,1965,0.0,0.0,4096
26155,Broiled Lake Superior Whitefish,,4,4,1900,1960,0.35,3.0,1733
110029,Roast Lamb - Mint Sauce,,4,4,1880,1955,0.0,0.0,1041
375765,PETITS POIS A LA FRANCAISE,,4,4,1915,1972,,,4563
26153,Peanuts,,4,4,1882,1969,0.15,0.15,6376
206852,Salad: Combination,,4,4,1900,1969,0.2,0.4,307
115165,Soave,,4,4,1906,1978,2.75,8.25,1908
115166,Bardolino,,4,4,1906,1978,0.0,7.75,1122
81631,Spaghetti au Fromage,,4,4,1888,1957,,,2271
26075,Baked custard,,4,4,1900,1953,0.5,0.5,7928
10327,Potatoes Chips,,4,4,1900,1969,0.0,0.0,3987
48799,Pony,,4,4,1887,1972,0.15,1.1,1021
26016,oyster dressing,,4,4,1900,1944,0.0,0.0,5364
48882,Linz cake,,4,4,1899,1963,0.0,0.0,4696
121386,Shrimp Patty,,3,3,1906,1941,0.0,1.0,2404
121409,Civet de Lievre,,3,3,1900,1968,,,2016
81804,"Oysters, on Half Shell",,3,3,1892,1975,0.2,1.95,9046
81626,Pear Sherbet,,3,3,1901,1963,0.0,0.0,1449
406075,chicken salad sandwich,,3,3,1917,1955,0.3,0.4,3417
81593,Animelle al Madera,,3,3,1897,1966,0.0,4.95,611
81551,FILET OF SOLE VIN BLANC,,3,3,1906,1954,0.4,3.0,2879
328658,Lobster Ravigotte,,3,3,1914,1941,0.75,1.6,146
48407,"Schinken, gekocht",,3,3,1901,1961,0.0,0.0,8004
81425,2 Eggs with Bacon,,3,3,1900,1961,0.25,1.35,4944
49159,Graham cakes,,3,3,1900,1945,0.0,0.0,5023
49191,Sahnen-Schnitzel,,3,3,1900,1958,0.0,0.0,4091
81269,Salad of Season,,3,3,1906,1972,,,7995
49297,Curried Beef & Rice,,3,3,1900,1964,0.0,0.0,5084
82670,Consomme Ecossais,,3,3,1906,1943,0.3,0.6,2745
47917,Omelette Jelly,,3,3,1900,1941,0.25,0.65,9330
47866,Biscuit roulade,,3,3,1901,1965,0.0,0.0,3977
82808,Marron Glace,,3,3,1905,1973,0.0,0.0,2644
321177,Pies Ala Mode,,3,3,1919,1945,0.25,0.3,7376
321013,Highball,,3,3,1912,1943,0.05,0.3,436
81054,French Pancake with Jelly,,3,3,1900,1958,0.3,0.3,1621
82989,French Bread & Butter,,3,3,1900,1959,0.1,0.15,5881
320405,Golden Lime,,3,3,1915,1943,0.25,0.5,2988
320544,Fried Egg with Bacon,,3,3,1928,1943,0.0,0.0,9367
320543,Fried Egg with Ham,,3,3,1928,1943,0.6,0.6,9352
319944,Bacon and Eggs (2),,3,3,1917,1943,0.6,0.6,496
320287,Curry of Chicken a l'Indienne,,3,3,1913,1943,0.6,2.85,8415
83029,Stewed Clams in Cream,,3,3,1901,1943,0.8,0.8,141
47656,Scrambled eggs with capers,,3,3,1901,1953,,,5462
319644,Bouillabaisse a la Marseillaise,,3,3,1912,1943,0.5,1.1,7119
83200,Club Soda (Domestic),,3,3,1900,1948,0.15,15.0,7589
319580,Macaroon Layer Cake,,2,3,1914,1943,0.1,0.3,4801
408525,Hennessy Cognac,,3,3,1917,1955,0.0,0.5,4001
83236,Cooks Imperial,,3,3,1900,1943,1.25,7.5,8348
80897,stuffed fish,,3,3,1900,1944,0.35,0.75,4049
80915,Sirloin Steak with Potatoes,,3,3,1900,1943,0.0,0.0,8476
318646,Grapefruit and Orange Salad,,3,3,1913,1943,0.45,0.45,493
318699,Chicken on Toast Sandwich,,3,3,1918,1943,0.35,0.45,6925
49695,Broiled veal kidney,,3,3,1900,1955,0.6,2.1,4717
317850,"Calf's Liver, Bacon",,3,3,1928,1948,0.9,1.25,8111
317867,"Bacon and Eggs, Potatoes",,3,3,1917,1948,0.3,0.75,6839
80724,Jambon sandwich,,3,3,1900,1968,0.0,0.25,4968
47286,"Carrots, Saute",,3,3,1900,1945,0.5,0.5,7190
318534,Preserved Pears or Peaches,,3,3,1913,1943,0.1,0.25,5444
83465,LALA ROOKH,,3,3,1899,1969,1.0,1.0,24
317527,Cold Prime Rib of Beef,,3,3,1900,1959,1.95,2.0,8996
317856,Sauternes Wine,,3,3,1905,1948,0.25,1.0,8373
83691,Chicory salade,,3,3,1900,1944,0.5,0.6,9443
332795,Sliced Peaches in Cream,,3,3,1926,1941,0.35,0.35,2571
332891,Cream of Wheat Cereal,,3,3,1917,1941,0.0,0.25,7551
332889,Post Toasties Cereal,,3,3,1921,1941,0.0,0.25,5826
404022,Nudelsuppe mit Huhn,,3,3,1906,1976,0.0,0.0,4157
316862,Haut Sauterne Wine,,3,3,1900,1943,0.2,2.5,7651
333127,Cream of Tomatoes with Rice,,3,3,1913,1941,0.1,0.35,3010
316183,Romaine and avocado salad,,3,3,1929,1949,0.6,0.6,6626
333436,Chicken Gumbo in Jelly,,2,3,1915,1941,0.35,0.35,312
410282,Roast Leg of Lamb,,3,3,1921,1965,,,5558
315038,Mexican Slaw Salad,,3,3,1918,1949,0.25,0.25,2677
315477,King George IV Scotch,,3,3,1914,1948,0.15,1.75,2693
315507,Crab Meat Creole,,3,3,1915,1948,1.25,1.75,4140
314640,Pineapple Surprise,,3,3,1915,1948,,,4039
83991,Home-made pastry,,3,3,1900,1946,,,3570
410798,Graham Bread with butter,,3,3,1914,1942,0.1,0.15,8883
411081,Ravioli with Meat Sauce,,3,3,1913,1958,0.25,1.5,6729
314500,Hot Sandwiches,,3,3,1919,1959,,,6486
411214,Fresh Pumpkin Pie,,3,3,1914,1943,0.1,0.2,8582
46514,Deviled Crabs (2),,3,3,1900,1957,0.4,1.75,3759
313087,Scrambled Eggs Plain,,3,3,1914,1949,0.35,0.6,6850
334053,Lettuce and Pineapple salad,,3,3,1917,1941,0.45,0.45,5858
84186,Broiled Irish bacon,,3,3,1901,1957,0.55,0.55,4342
313414,"Baked Ham, Raisin Sauce",,3,3,1929,1949,2.25,2.25,4084
403355,Egg custard pie,,3,3,1917,1965,0.1,0.1,1706
334587,Haig and Haig *****,,3,3,1913,1941,0.2,0.4,7600
334594,Split,,3,3,1920,1941,0.0,0.0,6096
312341,"Poached Egg, Vienna",,3,3,1916,1946,0.5,0.85,4676
312177,Graves Wine,,3,3,1914,1946,0.4,6.0,78
80388,Kirshwasser,,3,3,1899,1958,0.0,0.35,518
312267,"Veal Chop Saute, Chasseur",,2,3,1918,1946,0.75,2.5,2201
50311,Apricot layer cake,,3,3,1900,1944,0.15,0.3,4552
334890,Parfait Pralinee,,3,3,1906,2928,0.25,0.25,8003
46377,Washington Cocktail,,3,3,1900,1972,0.0,0.15,5938
411620,Imported Swiss Cheese ,,3,3,1918,1959,0.2,0.5,852
411618,American Cheese ,,3,3,1912,1957,0.1,0.4,412
335141,Cream Clam Stew,,3,3,1926,1941,0.0,0.0,3014
335139,Milk Clam Stew,,3,3,1926,1941,0.0,0.0,7308
84496,Mashed (Potatoes),,3,3,1906,1973,0.0,0.0,4701
312022,"Homemade Head Cheese, Potato Salad",,3,3,1928,1947,0.0,1.5,6760
335451,Virginia Ham with Potato Salad,,3,3,1917,1941,0.0,0.9,9178
403024,CHICKEN SOUP,,3,3,1917,1954,0.15,0.15,4898
402994,Cake a la Mode,,3,3,1917,1949,0.1,0.25,8834
80315,Jordan Almonds,,3,3,1899,1959,0.0,0.0,6077
311438,"Fresh Cauliflower, Butter Sauce",,3,3,1913,1946,0.1,0.45,8711
311422,Fresh Butter Beets,,3,3,1914,1946,0.2,0.3,6802
80198,Poivrons farcis,,3,3,1900,1966,0.0,0.5,1955
311418,Home-made French Pastry,,3,3,1920,1946,0.2,0.25,6029
46085,Stewed apricots and prunes,,3,3,1900,1944,0.0,0.0,943
311286,Haig & Haig ***** Scotch,,3,3,1917,1949,0.4,3.5,7527
84781,SWEET OMELETTE,,3,3,1859,1959,0.0,0.0,6639
80116,Wax Bean Salad,,3,3,1905,1955,0.0,0.0,5886
412325,"Tomato Salad, French Dressing",,3,3,1917,1955,0.15,0.15,468
45840,"Shrimp, Mayonnaise",,3,3,1901,1946,0.4,1.0,8596
310545,Fountain Grove,,2,3,1914,1946,3.0,5.5,1953
310682,Sliced Cucumbers Salad,,3,3,1914,1947,0.1,0.35,2936
310607,"Cold Asparagus, Mayonnaise",,3,3,1913,1947,0.8,0.8,1326
50689,BORDEAUX WINES,,3,3,1899,1987,0.25,0.25,1943
45647,Brandy Snaps,,3,3,1899,1951,0.0,0.0,2727
402338,Potato Lyonnaise,,3,3,1917,1959,0.35,0.8,7640
309690,Grapefruit Surprise,,3,3,1928,1947,0.0,0.0,5020
45455,Cremant,,3,3,1901,1979,0.0,0.0,3021
45377,Rouquefort Cheese,,3,3,1900,1958,0.5,0.6,6281
309262,Sliced Long Island Duckling,,0,3,0,1947,2.1,2.1,6819
309158,Creamed Silver Onions,,3,3,1913,1947,0.1,0.1,7467
85334,Egg Nogg Brandy,,3,3,1905,1947,0.4,0.75,5369
85325,Hot Whiskey,,3,3,1905,1951,0.2,0.5,3959
50915,Roquefort and Crackers,,3,3,1900,1952,0.0,0.0,6433
414636,Pot of Coffee or Tea,,3,3,1914,1987,0.1,1.0,6958
308436,Potatoes Champs Elysees,,3,3,1918,1945,0.75,0.75,3459
50953,Prime Roast Beef au jus,,3,3,1900,1948,0.0,0.0,8533
414886,Grape Fruit ,,3,3,1914,1955,0.0,0.4,7682
308179,Swiss Gruyer Cheese,,3,3,1921,1944,0.4,0.45,3642
307995,Deviled Egg on Toast,,2,3,1914,1945,0.15,0.35,5658
85566,Paprika Schnitzel with noodles,,3,3,1905,1947,0.65,2.0,6380
44934,McLaren's Imperial,,3,3,1900,1949,0.0,0.25,2682
307524,"Chartreuse, Green Cordial",,3,3,1914,1944,0.2,0.75,8793
307441,Clam Sandwich,,3,3,1918,1944,0.2,0.5,5036
416087,Consomme Garni,,3,3,1917,1987,0.2,2.5,8838
44674,Coconut cake,,3,3,1900,1964,0.05,0.05,1490
307315,Petit Marmite Soup,,3,3,1913,1945,0.25,0.65,7696
44515,"Chocolate, Pot for One",,3,3,1900,1943,0.0,0.0,7886
306970,Whole Cold Lobster,,3,3,1913,1944,0.5,2.0,4232
85982,J. Jameson,,3,3,1905,1959,0.15,1.25,6530
86105,Roast Phila. chicken,,3,3,1892,1944,0.6,1.5,5618
306084,Seagram's,,3,3,1914,1944,0.15,0.4,7564
306171,Coeur de Celeri,,3,3,1914,1944,0.55,0.55,4491
44335,Beef with Mushrooms,,3,3,1900,1948,0.75,0.85,2400
401032,Salmon ,,3,3,1917,1957,0.65,0.65,1971
305659,Seagram's Whiskey,,3,3,1914,1944,0.2,0.4,6590
337248,Corona Corona,,3,3,1914,1964,0.4,0.4,7159
418389,"Two Eggs, Any Style",,3,3,1913,1967,0.25,0.7,9480
305418,"Broiled Sweetbread, Virginienne",,3,3,1912,1944,0.85,1.85,5267
86428,"Fillet of Sole, Tartar Sauce",,3,3,1905,1971,0.65,3.1,7385
86493,Potage St. Germaine,,3,3,1921,1945,0.0,0.35,1502
305277,Soup without Meat Order,,3,3,1913,1944,0.15,0.25,3706
305269,Broiled Premium Ham,,3,3,1918,1944,0.4,0.75,7390
305019,Haig & Haig Scotch Whiskey,,3,3,1914,1945,0.15,0.7,7888
305043,Glass of Half Milk and Half Cream,,3,3,1914,1944,0.1,0.3,2338
419333,Strawberry Tarts,,3,3,1899,1967,0.05,0.65,1712
79378,Lyonnaise (Potatoes),,3,3,1901,1973,0.25,0.25,7776
419588,Compote of Fruits,,3,3,1900,1959,0.45,1.0,5281
303934,Creamed Salmon on Toast,,3,3,1921,1945,0.55,0.8,4048
79359,Strawberry Glace,,3,3,1906,1961,0.25,0.5,5091
43749,Pig's Knuckles with Sauerkraut,,3,3,1900,1959,0.35,0.6,9368
43651,Steamboat Pudding,,3,3,1900,1948,0.0,0.0,4081
303010,Rice Piemontaise,,3,3,1918,1955,,,3004
302603,Fresh Raspberry Sherbet,,3,3,1914,1955,0.15,0.15,8163
43592,Paysanne salad,,3,3,1900,1943,0.4,0.4,4841
421537,"Buttermilk, Glass",,3,3,1913,1948,0.1,0.1,9322
421366,To Order,,3,3,1913,1949,,,2408
400412,Omelette Paysanne,,3,3,1917,1963,0.0,0.75,595
421831,Champagnes,,3,3,1856,1959,4.0,4.0,7557
400367,Kümmel Gilka,,3,3,1917,1971,0.0,0.25,6437
300518,Chianti Wine,,3,3,1918,1955,0.2,1.75,319
300509,Chartreuse Yellow Cordial,,3,3,1913,1955,0.2,0.75,7979
51985,Lettuce and Sliced Tomatoes,,3,3,1900,1953,0.75,0.75,4201
422357,STRAWBERRY SHORTCAKE,,3,3,1915,1961,0.5,0.85,3441
43416,Fischsuppe,,3,3,1901,1961,0.0,0.0,2817
43448,Weiner Schnitzel,,3,3,1901,1954,0.45,1.0,3184
300418,Genuine Calf's Liver with Bacon,,3,3,1913,1955,0.4,2.25,8077
299331,Spey Royal Scotch,,3,3,1914,1955,0.2,0.7,2621
299035,Cherry Stone Cocktail,,3,3,1921,1955,0.0,0.75,8227
78883,Sopa Crema De Esparragos,,3,3,1899,1958,0.2,0.2,1216
43080,Caviar frais d'Astrakan,,3,3,1900,1955,0.0,0.0,3348
296945,Sliced California Orange,,3,3,1917,1955,0.25,0.3,1300
423212,Coffee Ice,,2,3,1915,1964,,,3080
296363,"Minced Chicken, Tetrazzini",,3,3,1918,1955,0.9,1.5,2940
42902,"New Corn, Saute",,3,3,1900,1942,0.25,0.3,3170
296163,Johnny Walker Scotch,,3,3,1917,1955,0.35,0.8,1381
295745,Sweitzer Cheese,,3,3,1925,1953,0.5,0.5,4732
78695,Stuffed eggs,,3,3,1906,1971,0.0,0.5,8184
87957,Cold boiled ham with potato salad,,3,3,1900,1947,0.25,1.75,3798
87968,Persillees Potatoes,,3,3,1907,1959,0.25,0.25,742
294539,Nutmeg Custard Pie,,3,3,1921,1953,0.3,0.3,6018
88258,Filet of Mignon,,3,3,1906,1968,0.0,1.65,8944
78497,sardellenschnitzel,,3,3,1906,1954,0.0,0.0,4113
88246,Chocolate Souffle,,3,3,1901,1981,0.75,0.75,6149
293698,Orange Blosson,,3,3,1917,1953,0.25,0.6,1328
88287,Russian Caviar Canape,,3,3,1906,1961,0.5,4.75,2087
293584,"Filet de Sole, Bonne Femme",,3,3,1917,1953,0.8,0.8,9204
88422,Barbera spumante,,3,3,1896,1962,1.25,8.0,4068
293082,Ox Tail Ragout,,3,3,1917,1957,0.2,0.2,4687
292936,Rissolee,,3,3,1917,1953,0.3,0.3,4284
343075,Imported Swiss Sandwich,,3,3,1916,1941,0.15,0.25,521
78350,Scrambled Eggs & Tomatoes,,3,3,1905,1946,0.85,0.85,8862
424829,SPINACH,,3,3,1914,1954,,,6211
88657,"Lamb stew, parisienne",,3,3,1901,1954,3.0,3.0,4409
42066,Grog,,3,3,1900,1955,0.0,0.0,2799
42053,Asti Spumanti,,3,3,1900,1987,4.0,4.0,9266
398946,Consommé Souveraine,,3,3,1896,1955,,,8669
78090,Boiled Carp,,3,3,1900,1985,9.75,9.75,3511
78071,Consomme Diplomate,,3,3,1897,1955,0.0,0.0,4517
78078,Salade Danicheff,,3,3,1907,1957,0.0,0.0,9320
290292,Monticello Rye Whiskey,,3,3,1912,1959,0.15,0.55,3386
290615,Othellokage,,3,3,1915,1959,0.0,0.0,1411
89110,Salade de laitue aux fines herbes,,3,3,1908,1955,0.0,0.0,5306
288643,Petite Marmite (soup),,3,3,1916,1958,0.3,1.25,7167
77862,Fresh Tomato,,3,3,1905,1987,0.25,2.5,9038
89292,Banana pie,,3,3,1907,1980,0.25,3.75,2668
287789,Pear tart,,3,3,1917,1963,0.0,0.15,126
77841,Gateau Mascotte,,3,3,1906,1943,0.25,0.3,900
53409,Parkerhouse Rolls,,3,3,1905,1948,0.0,0.0,1565
41163,Broiled eels,,3,3,1900,1962,0.25,0.25,6347
286883,Fresh Raspberries and Cream,,3,3,1921,1964,0.35,0.35,74
53535,Aal,,3,3,1901,1974,,,2638
286736,Snaps,,3,3,1912,1963,0.0,0.0,3252
426324,Pressed beef,,3,3,1910,1962,,,1807
286502,Club Cocktail,,3,3,1914,1963,0.6,1.0,7798
426451,Steamed potatoes,,3,3,1900,1969,,,5210
286453,SPARKLING RED BURGUNDY,,3,3,1900,1964,1.8,10.6,4328
286082,Cream Chatelaine,,3,3,1917,1963,0.35,0.45,8429
40801,Boiled or Fried Eggs,,3,3,1901,1945,0.0,15.0,6136
283983,Marillen,,3,3,1912,1954,0.0,0.0,1679
427143,Succotash ,,2,3,1913,1944,0.1,0.4,2353
283043,Hashed in Cream au Gratin Potatoes,,3,3,1900,1954,0.25,0.6,8601
427282,Two Lamb Chops,,3,3,1914,1958,0.3,2.5,8621
90113,omelette - plain,,3,3,1901,1955,0.7,0.7,7115
77504,Pompano Veronique,,3,3,1906,1944,0.9,2.75,2103
282408,Drinks,,3,3,1921,1995,1.0,1.0,8168
281819,Coffee (per cup),,3,3,1914,1954,0.05,0.25,6756
90282,Sauternes white wine,,3,3,1900,1946,0.0,0.0,7735
280550,chopped egg Sandwich,,3,3,1921,1954,0.2,0.25,1561
53856,Ice cream - vanilla,,3,3,1900,1957,0.2,0.25,5884
279571,Friandise,,3,3,1913,1989,,,9182
278479,Chicken with Mayonnaise,,3,3,1900,1946,0.4,0.9,7916
77443,Swedish salad,,3,3,1906,1964,0.45,0.8,1824
77441,Boiled White Onions in cream,,3,3,1907,1941,0.25,0.3,1181
278348,"Yankee Pot Roast, Potato Pancakes",,3,3,1913,1954,0.25,1.75,764
90665,Diplomatic cake,,3,3,1905,1973,0.25,0.4,2433
90845,Hericots verts,,3,3,1907,1972,0.0,0.75,5116
90938,Shoe Peg Corn,,3,3,1906,1972,0.0,0.0,2941
275086,White Menthe,,3,3,1917,1961,0.35,0.9,1628
429967,Les Liqueurs,,3,3,1914,1967,,,48
274604,Veal Chop Suey,,3,3,1914,1961,0.6,2.0,6124
275087,Green Menthe,,3,3,1917,1961,0.35,0.9,5836
274122,Marlboro Cigarettes,,3,3,1925,1961,0.26,0.35,9087
274520,PIPER HEIDSIECK BRUT CHAMPAGNE,,3,3,1906,1963,2.0,18.0,3068
54079,Gin Flip,,3,3,1905,1961,0.2,0.95,3634
54073,Rum Toddy,,3,3,1905,1955,0.15,0.65,3287
54072,Brandy Toddy,,3,3,1905,1941,0.25,0.6,3287
54150,White Cap,,3,3,1905,1958,0.25,0.85,3358
272593,Hot Chocolate with Cream,,3,3,1917,1961,0.1,0.25,4730
272140,Makaroni,,3,3,1912,1961,0.0,0.0,8048
271858,Schlitz Beer on Draught,,3,3,1914,1961,0.05,0.05,607
271489,Ravioli with Tomato Sauce,,3,3,1913,1992,0.25,5.85,1466
54317,Souffle au Fromage,,3,3,1900,1967,,,5550
54314,Cauliflowers au Gratin,,3,3,1900,1959,,,1830
91797,Jam Omelette,,3,3,1892,1987,28.0,28.0,4198
431827,Eggs and Omelettes,,3,3,1913,1958,0.25,0.25,6022
270050,Pougues,,3,3,1928,1951,0.0,0.25,1377
270044,Source Perrier,,3,3,1928,1951,0.0,0.25,3145
270054,Vals,,3,3,1928,1951,0.0,0.25,2459
269471,Whole Planked Chicken,,3,3,1914,1951,2.0,4.0,3515
269432,Glen Garry Scotch,,3,3,1914,1951,0.15,0.65,6785
432239,Oyster Plant,,3,3,1914,1954,0.05,0.1,7183
269279,Mumm's Cordon Rouge Champagne,,3,3,1914,1950,7.0,13.0,6010
268749,Minced Ham [sandwich],,3,3,1901,1941,0.05,0.2,7430
92314,Madeira Nuts,,3,3,1852,1948,0.0,0.0,1459
92301,Scrambled eggs with anchovies,,3,3,1901,1953,0.0,0.0,4996
38386,Spring lamb chops (2),,3,3,1900,1944,0.5,1.5,2477
38295,Vanilla (Ice Cream),,3,3,1900,1973,0.25,25.0,8293
38229,Minced Chicken with Poached Egg,,3,3,1900,1955,0.0,0.5,5017
92430,Kirsch de Zoug,,3,3,1900,1955,0.0,0.1,1966
92451,Potatoes: O'Brien,,3,3,1896,1957,0.2,0.45,7575
266628,Cold Crab Ravigotte,,3,3,1917,1952,0.7,1.8,3656
37537,Broiled Fresh Mackeral,,3,3,1900,1941,0.5,1.1,7260
37203,Krebsschwanze in Dill,,3,3,1900,1958,0.0,0.0,3838
92809,Filet de Boeuf Rossini,,3,3,1900,1957,0.0,0.0,2806
265823,Old Bushmills Irish Whiskey,,3,3,1914,1951,0.15,0.85,1168
265856,Planked Steak for 2,,3,3,1916,1959,2.25,8.0,891
92966,Daube Glace,,3,3,1905,1973,1.5,1.5,348
395904,ORANGE JUICE,,3,3,1917,1980,0.1,0.1,1999
264848,COEUR DE ROMAINE,,2,3,1920,1964,,,4412
76709,Piper Heidseick,,3,3,1899,1958,2.0,10.0,2057
264252,PANAMA COCKTAIL,,3,3,1921,1957,0.35,0.7,2100
36430,Turkish Salad,,3,3,1900,1971,0.0,0.5,8425
262595,Tanqueray Gin,,3,3,1914,1987,0.15,35.0,519
260188,Pomme frites,,3,3,1912,1962,0.0,0.0,7239
55547,Charteuse,,3,3,1899,1959,0.0,0.85,4050
36256,Ensalada de Langosta,,3,3,1900,1958,0.0,0.0,2650
36175,Garlic Soup,,3,3,1900,1991,0.5,6.5,1681
36303,Tartelettes aux Fraises,,3,3,1900,1987,0.0,0.0,340
36232,POSTRES,,2,3,1900,1962,,,6
259358,Domestic Beers,,3,3,1914,1987,0.15,0.75,1573
36059,Liqueur Benedictine,,3,3,1900,1972,0.0,0.0,7110
36054,Fresas,,3,3,1900,1958,0.25,40.0,2761
258520,American Coffee with Cream,,3,3,1920,1962,0.15,0.15,8292
35952,Risotto a la Milanesa,,3,3,1900,1953,0.0,1.0,6247
257864,Sautees Potato,,3,3,1917,1962,0.25,0.75,9199
257855,Brussels Sprouts with Chestnuts,,3,3,1912,1962,0.35,1.25,5383
55674,Strawbery Ice Cream,,3,3,1900,1946,0.4,30.0,7238
257330,"Champagne, Gold Seal",,3,3,1917,1962,0.4,8.0,272
35880,Huevos Rancheros,,3,3,1900,1958,0.4,4.0,2438
256957,Gooseberries,,3,3,1921,1962,0.0,0.0,1251
93995,Bavaroise aux Fraises,,3,3,1895,1953,0.0,0.0,340
35517,"Veuve Clicquot, Yellow Label, dry",,3,3,1892,1941,0.0,0.0,5586
436347,Hot  Bouillon en Tasse,,3,3,1894,1941,0.2,0.2,1904
256006,Fried Cherrystone Clams,,3,3,1917,1962,0.6,2.0,7324
35435,American Wines,,3,3,1900,1962,0.15,3.75,2802
255868,"Cold Roast Leg of Lamb, Mint Sauce",,3,3,1921,1962,0.0,0.0,1127
255496,"Asparagus, Polonaise",,3,3,1918,1962,0.0,0.75,7864
254277,Napoleon Brandy,,3,3,1915,1962,0.55,0.95,259
35034,Wurzburger Beer,,3,3,1900,1962,0.1,0.7,1634
254744,Bavaroise Chocolate,,3,3,1912,1959,0.5,0.5,2771
254753,"Petite Marmite, Henri IV",,3,3,1920,1962,0.5,0.5,755
94564,HAMS,,3,3,1898,1947,0.0,0.0,3940
56074,"Toast, plain",,3,3,1901,1945,0.0,0.0,7478
76270,Gateau au chocolat,,3,3,1905,1972,0.0,0.4,478
76264,Francaise,,3,3,1906,1948,0.0,0.75,1296
56110,Consomme Victoria,,3,3,1884,1945,0.0,0.0,4019
437950,ICE TEA,,3,3,1900,1954,,,7883
253071,"Chicken, Sliced",,3,3,1919,1957,0.0,0.9,8400
56145,Graves Bordeaux White,,3,3,1900,1973,0.45,6.5,2538
94813,Chicken Broth a la Reine,,3,3,1891,1973,0.0,0.0,8516
94804,"Asparagus Tips, Melted Butter",,3,3,1901,1964,0.0,0.0,5041
94797,Bavarois rubane,,3,3,1906,1946,0.0,0.0,1540
252039,Aubergines Farcies au Gratin,,3,3,1917,1959,0.45,0.45,5940
252094,Egri Bikaver,,3,3,1913,1959,0.8,3.5,1757
439634,Cream of Asparagus ,,2,3,1921,2001,,,9174
76176,"Selle de chevreuil, sauce poivrade",,3,3,1896,1964,0.0,0.0,1829
76168,Petis Pois,,3,3,1906,1966,0.0,0.0,7314
251004,Heart of Lettuce a la Russe,,3,3,1925,1959,,,3956
250560,Chocolate Custard,,3,3,1921,1959,0.0,0.0,4997
76114,Regent cake,,3,3,1906,1950,0.25,0.45,2987
249968,California Asparagus Tips,,3,3,1921,1959,0.4,0.9,7906
249912,Gin Fizz or Rickey,,3,3,1914,1959,0.15,0.85,3841
95608,Parsnip Fritters,,3,3,1900,1954,0.1,0.1,4344
249120,Scrambled Eggs and Ham,,3,3,1914,1959,0.3,2.35,5092
248566,Kentucky Salad,,3,3,1921,1959,0.45,0.45,5142
33893,Grilled Porterhouse Steak,,3,3,1900,1961,4.5,4.5,3939
33741,"Cottage Pudding, Lemon Sauce",,3,3,1900,1943,0.1,0.1,79
75944,"Rack of lamb, Bouquetiere",,3,3,1905,1958,1.0,12.0,2989
56660,Mille feuilles,,3,3,1898,1943,0.0,0.0,3380
95925,Roast Duckling with Apple Sauce,,3,3,1905,1945,1.25,3.25,1599
96019,Preserved Sliced Pineapple,,3,3,1900,1970,0.1,0.1,1218
95972,Pommes maitre d'hotel,,3,3,1900,1965,0.3,0.3,306
96016,French Coffee Cake,,3,3,1900,1943,0.05,0.1,296
96008,Pineapple Torte,,3,3,1900,1958,0.1,0.3,6621
96149,Salade d'estree,,3,3,1905,1972,0.0,0.0,265
96253,Curried Oysters,,3,3,1900,1961,0.3,0.9,6266
245225,Vanilla Layer Cake,,2,3,1913,1957,0.1,0.4,5946
33092,Dundee Cake,,3,3,1900,1993,0.0,0.0,3500
33088,GENOA CAKE,,3,3,1900,1973,0.0,0.0,3833
393680,Old Fashioned Rice Pudding,,2,3,1918,1949,0.15,0.15,9065
96395,Saratoga Water,,3,3,1900,1941,0.05,0.25,4555
33093,CHERRY CAKE,,3,3,1900,1973,0.0,0.0,2364
96496,Dry Manhattan,,3,3,1905,1959,0.75,0.75,4208
96537,Chicken Broth with Vegetables,,3,3,1901,1949,0.0,0.0,6715
75734,"Consommé, Xavier",,3,3,1901,1954,0.1,0.4,2266
243192,Potage Ecossaise,,3,3,1913,1962,,,7367
243016,Mushroom Patty,,3,3,1927,1958,1.5,1.5,4103
96692,Club House [Sandwich],,3,3,1906,1963,0.0,0.0,7240
242658,"Endive Salad, French Dressing",,3,3,1919,1958,,,2416
32810,Danziger Goldwasser,,3,3,1900,1959,0.0,0.0,966
32744,Tasse Mocca,,3,3,1900,1958,0.0,0.0,3963
96705,Cheese [Sandwich],,3,3,1906,1963,0.15,0.5,2972
242239,Salade Mexicaine,,3,3,1914,1958,,,7208
242317,Hot Turkey,,3,3,1917,1955,0.25,1.0,6317
75651,Shrimp (salad),,3,3,1896,1948,0.3,1.5,7965
